target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3245.77	605	4.41459
YAL002W	3825	3587.77	285	1.88136
YAL003W	621	383.774	31394	1937.42
YAL004W	648	410.774	0	0
YAL005C	1929	1691.77	81101.3	1135.37
YAL007C	648	410.774	1445	83.314
YAL008W	597	359.774	295	19.4198
YAL009W	780	542.774	269	11.7378
YAL010C	1482	1244.77	184	3.50091
YAL011W	1878	1640.77	288	4.15716
YAL012W	1185	947.774	7469	186.643
YAL013W	1218	980.774	557	13.4505
YAL014C	768	530.774	680	30.3426
YAL015C	1200	962.774	454	11.1682
YAL016C-A	315	80.1586	135.953	40.169
YAL016C-B	186	60.6995	0	0
YAL016W	1908	1670.77	1914.05	27.1324
YAL017W	4071	3833.77	1073	6.62867
YAL018C	978	740.774	1	0.0319718
YAL019W	3396	3158.77	1059	7.94018
YAL019W-A	570	332.774	0	0
YAL020C	1002	764.774	248	7.68018
YAL021C	2514	2276.77	1618	16.8311
YAL022C	1554	1316.77	661	11.8889
YAL023C	2280	2042.77	6602	76.5435
YAL024C	4308	4070.77	283	1.6465
YAL025C	921	683.774	860	29.7878
YAL026C	4068	3830.77	865.995	5.35405
YAL026C-A	438	200.926	11.4212	1.34625
YAL027W	786	548.774	118.583	5.1178
YAL028W	1587	1349.77	274	4.80776
YAL029C	4416	4178.77	851	4.82318
YAL030W	354	118.668	459	91.608
YAL031C	2283	2045.77	445.509	5.15766
YAL031W-A	309	74.2057	33.4906	10.689
YAL032C	1140	902.774	277	7.26698
YAL033W	522	284.774	272	22.6215
YAL034C	1242	1004.77	475	11.1964
YAL034C-B	354	118.668	7.63055	1.52292
YAL034W-A	870	632.774	88.3695	3.30755
YAL035W	3009	2771.77	10379	88.6851
YAL036C	1110	872.774	2732	74.1365
YAL037C-A	93	29.2235	2	1.62088
YAL037C-B	975	737.774	13029.9	418.282
YAL037W	804	566.774	72	3.00868
YAL038W	1503	1265.77	165055	3088.35
YAL039C	810	572.774	494	20.4266
YAL040C	1743	1505.77	939	14.7693
YAL041W	2565	2327.77	541	5.50439
YAL042C-A	378	141.993	261.834	43.6728
YAL042W	1248	1010.77	3038.17	71.1886
YAL043C	2358	2120.77	657	7.33709
YAL044C	513	275.774	574	49.296
YAL044W-A	333	98.0151	338.585	81.8141
YAL045C	309	74.2057	107.415	34.283
YAL046C	357	121.644	188	36.6034
YAL047C	1869	1631.77	212	3.07701
YAL047W-A	330	95.0345	4	0.996854
YAL048C	1989	1751.77	358	4.84014
YAL049C	741	503.774	911	42.8288
YAL051W	3144	2906.77	424	3.45468
YAL053W	2352	2114.77	2224	24.9071
YAL054C	2142	1904.77	202	2.51166
YAL055W	543	305.774	216	16.7304
YAL056C-A	351	115.727	24.6341	5.04146
YAL056W	2643	2405.77	798	7.85599
YAL058W	1509	1271.77	356.366	6.6365
YAL059C-A	423	186.12	0	0
YAL059W	639	401.774	341	20.1014
YAL060W	1149	911.774	2392	62.1337
YAL061W	1254	1016.77	488	11.3671
YAL062W	1374	1136.77	181	3.77101
YAL063C	3969	3731.77	299.911	1.9034
YAL063C-A	291	56.6309	9	3.76393
YAL064C-A	381	144.921	16	2.61481
YAL064W	285	50.9232	2	0.930181
YAL064W-B	381	144.921	2.2715	0.371222
YAL065C	387	150.803	4.88989	0.767965
YAL066W	309	74.2057	0	0
YAL067C	1782	1544.77	15	0.229974
YAL067W-A	228	22.9407	0	0
YAL068C	363	127.48	1.41075	0.262097
YAL068W-A	255	28.2882	1.12701	0.943574
YAL069W	315	80.1586	1.54536	0.456598
YAR002C-A	660	422.774	2589	145.036
YAR002W	1620	1382.77	999	17.1107
YAR003W	1281	1043.77	392	8.89473
YAR007C	1866	1628.77	1082	15.7333
YAR008W	828	590.774	168	6.73505
YAR009C	3591	3353.77	3871.98	27.3434
YAR010C	1323	1085.77	261.283	5.69934
YAR014C	2130	1892.77	933	11.6744
YAR015W	921	683.774	2942	101.902
YAR018C	1308	1070.77	162	3.58319
YAR019C	2925	2687.77	368.76	3.24941
YAR019W-A	333	98.0151	4.2397	1.02446
YAR020C	168	56.5138	15	6.28623
YAR023C	540	302.774	80	6.25784
YAR027W	708	470.774	1337	67.2623
YAR028W	705	467.774	857	43.3908
YAR029W	225	23.8453	43	42.709
YAR030C	342	106.839	2	0.443356
YAR031W	897	659.774	161.621	5.80172
YAR033W	705	467.774	280.925	14.2235
YAR035C-A	81	25.3871	3	2.79873
YAR035W	2064	1826.77	75	0.972366
YAR042W	3567	3329.77	1906	13.5569
YAR047C	321	86.0903	4	1.10042
YAR050W	4614	4376.77	213.094	1.15311
YAR053W	297	62.4093	5	1.89746
