target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3260.34	913	6.2491
YAL002W	3825	3602.34	497	3.0788
YAL003W	621	398.339	30525	1710.07
YAL004W	648	425.339	0	0
YAL005C	1929	1706.34	67897.2	887.966
YAL007C	648	425.339	1733	90.9229
YAL008W	597	374.339	286	17.0495
YAL009W	780	557.339	350	14.0139
YAL010C	1482	1259.34	300	5.31604
YAL011W	1878	1655.34	410	5.52722
YAL012W	1185	962.339	4825	111.887
YAL013W	1218	995.339	556	12.4656
YAL014C	768	545.339	656	26.844
YAL015C	1200	977.339	536	12.2385
YAL016C-A	315	92.7921	149.322	35.9106
YAL016C-B	186	58.3368	2	0.765063
YAL016W	1908	1685.34	2454.68	32.5025
YAL017W	4071	3848.34	1217	7.05711
YAL018C	978	755.339	3	0.0886317
YAL019W	3396	3173.34	1390	9.7748
YAL019W-A	570	347.339	6.76832	0.434848
YAL020C	1002	779.339	233.232	6.67838
YAL021C	2514	2291.34	1735	16.8974
YAL022C	1554	1331.34	648	10.8617
YAL023C	2280	2057.34	7042	76.3836
YAL024C	4308	4085.34	416	2.27235
YAL025C	921	698.339	860	27.4816
YAL026C	4068	3845.34	1169.54	6.7872
YAL026C-A	438	215.385	35.4583	3.67377
YAL027W	786	563.339	218	8.63568
YAL028W	1587	1364.34	398	6.50984
YAL029C	4416	4193.34	1324	7.04592
YAL030W	354	131.665	588	99.6589
YAL031C	2283	2060.34	669.751	7.25412
YAL031W-A	309	86.8368	48.2488	12.3992
YAL032C	1140	917.339	332	8.0764
YAL033W	522	299.339	323	24.0796
YAL034C	1242	1019.34	739	16.1784
YAL034C-B	354	131.665	6.41093	1.08658
YAL034W-A	870	647.339	198.589	6.84595
YAL035W	3009	2786.34	9900	79.2886
YAL036C	1110	887.339	2579	64.8592
YAL037C-A	93	25.756	8	6.93141
YAL037C-B	975	752.339	10676.3	316.679
YAL037W	804	581.339	95	3.64673
YAL038W	1503	1280.34	137316	2393.34
YAL039C	810	587.339	530	20.1371
YAL040C	1743	1520.34	1237	18.1568
YAL041W	2565	2342.34	678	6.45936
YAL042C-A	378	155.582	228.009	32.7041
YAL042W	1248	1025.34	2695.99	58.676
YAL043C	2358	2135.34	691	7.22139
YAL044C	513	290.339	443	34.0493
YAL044W-A	333	110.714	328.185	66.1496
YAL045C	309	86.8368	95.8148	24.6228
YAL046C	357	134.638	220	36.4639
YAL047C	1869	1646.34	233	3.15825
YAL047W-A	330	107.725	0	0
YAL048C	1989	1766.34	477	6.02635
YAL049C	741	518.339	978	42.1051
YAL051W	3144	2921.34	671	5.12567
YAL053W	2352	2129.34	3688	38.6506
YAL054C	2142	1919.34	237	2.75554
YAL055W	543	320.339	254	17.6943
YAL056C-A	351	128.665	23.5753	4.0889
YAL056W	2643	2420.34	1015	9.35836
YAL058W	1509	1286.34	398.425	6.91195
YAL059C-A	423	200.427	0	0
YAL059W	639	416.339	534	28.6223
YAL060W	1149	926.339	2347	56.5396
YAL061W	1254	1031.34	400	8.65503
YAL062W	1374	1151.34	242.012	4.69076
YAL063C	3969	3746.34	477.847	2.84637
YAL063C-A	291	69.2339	10	3.22323
YAL064C-A	381	158.566	14	1.97027
YAL064W	285	63.6002	12	4.21049
YAL064W-B	381	158.566	1.50997	0.212504
YAL065C	387	164.534	11.4477	1.55264
YAL066W	309	86.8368	0	0
YAL067C	1782	1559.34	21	0.30053
YAL067W-A	228	30.0709	0	0
YAL068C	363	140.611	0	0
YAL068W-A	255	38.5175	0	0
YAL069W	315	92.7921	2.45634	0.590728
YAR002C-A	660	437.339	2973	151.7
YAR002W	1620	1397.34	1266	20.2182
YAR003W	1281	1058.34	451	9.50958
YAR007C	1866	1643.34	1168	15.8608
YAR008W	828	605.339	195	7.18862
YAR009C	3591	3368.34	10179.9	67.4431
YAR010C	1323	1100.34	446.08	9.04682
YAR014C	2130	1907.34	1121	13.1156
YAR015W	921	698.339	1020	32.5945
YAR018C	1308	1085.34	342	7.03186
YAR019C	2925	2702.34	525.698	4.34117
YAR019W-A	333	110.714	9.30162	1.87485
YAR020C	168	62.4393	30	10.7219
YAR023C	540	317.339	134	9.42305
YAR027W	708	485.339	1399	64.3254
YAR028W	705	482.339	1142	52.8352
YAR029W	225	30.7086	83	60.3153
YAR030C	342	119.702	5	0.932134
YAR031W	897	674.339	200.875	6.64747
YAR033W	705	482.339	295.119	13.6538
YAR035C-A	81	20.9724	4	4.2562
YAR035W	2064	1841.34	123	1.49067
YAR042W	3567	3344.34	2438	16.268
YAR047C	321	98.7246	8	1.80832
YAR050W	4614	4391.34	295.986	1.50412
YAR053W	297	75.0113	23	6.84244
YAR060C	336	113.714	69.5	13.639
YAR061W	1006	783.339	162.575	4.63141
YAR064W	300	77.9273	36.3636	10.4133
YAR066W	612	389.339	71.129	4.07689
YAR068W	486	263.339	39.6776	3.36233
YAR069C	294	72.1067	1.5	0.464222
YAR070C	300	77.9273	0.5	0.143183
YAR071W	1404	1181.34	272.648	5.15036
YAR073W	1212	989.339	87.1695	1.96621
YAR075W	474	251.339	25.0172	2.2212
YBL001C	315	92.7921	1886	453.566
YBL002W	396	173.484	8785.38	1130.09
YBL003C	399	176.484	9301.91	1176.19
YBL004W	7482	7259.34	2022	6.21575
YBL005W	2931	2708.34	272	2.24117
YBL005W-A	1323	1100.34	208.655	4.23168
YBL005W-B	5268	5045.34	536.739	2.37401
YBL006C	543	320.339	763	53.1526
YBL006W-A	150	57.7759	0	0
YBL007C	3735	3512.34	3401	21.6083
YBL008W	2523	2300.34	250	2.42526
YBL008W-A	240	31.3759	1	0.711236
YBL009W	2031	1808.34	561	6.92298
YBL010C	843	620.339	216	7.77024
YBL011W	2280	2057.34	1563.28	16.9567
YBL012C	402	179.484	76.7205	9.53886
YBL013W	1206	983.339	57	1.29354
YBL014C	2685	2462.34	401	3.63418
YBL015W	1581	1358.34	1616	26.5487
YBL016W	1062	839.339	983	26.1352
YBL017C	4740	4517.34	2649	13.0861
YBL018C	402	179.484	139	17.2822
YBL019W	1563	1340.34	253	4.21226
YBL020W	1725	1502.34	823	12.2248
YBL021C	435	212.407	213	22.378
YBL022C	3402	3179.34	1754	12.3113
YBL023C	2607	2384.34	414	3.87474
YBL024W	2055	1832.34	2962	36.0736
YBL025W	438	215.385	182	18.8567
YBL026W	288	66.4169	73	24.5275
YBL027W	570	347.339	44936.7	2887.07
YBL028C	321	98.7246	797	180.153
YBL029C-A	285	63.6002	563	197.542
YBL029W	1131	908.339	266	6.53497
YBL030C	957	734.339	19195	583.313
YBL031W	1017	794.339	224	6.29292
YBL032W	1146	923.339	2110	50.9954
YBL033C	1038	815.339	793	21.7043
YBL034C	4542	4319.34	240	1.23995
YBL035C	2118	1895.34	295	3.47332
YBL036C	774	551.339	1005	40.6778
YBL037W	3078	2855.34	711	5.55676
YBL038W	699	476.339	418	19.5826
YBL039C	1740	1517.34	3036	44.6508
YBL039C-A	84	22.2959	0	0
YBL039W-B	180	61.8601	12	4.32893
YBL040C	660	437.339	386	19.696
YBL041W	726	503.339	1765	78.2517
YBL042C	1920	1697.34	879	11.5566
YBL043W	774	551.339	178	7.20462
YBL044W	369	146.597	2	0.30445
YBL045C	1374	1151.34	7968	154.439
YBL046W	1326	1103.34	470	9.50602
YBL047C	4146	3923.34	4291	24.4069
YBL048W	312	89.8104	4	0.993901
YBL049W	417	194.427	284	32.5965
YBL050W	879	656.339	1810	61.5404
YBL051C	2007	1784.34	2831	35.4056
YBL052C	2496	2273.34	545.792	5.35763
YBL053W	375	152.582	101.208	14.802
YBL054W	1578	1355.34	594	9.78021
YBL055C	1257	1034.34	1086	23.4302
YBL056W	1407	1184.34	3133	59.0329
YBL057C	627	404.339	725	40.0131
YBL058W	1272	1049.34	1838	39.0876
YBL059C-A	330	107.725	237	49.0957
YBL059W	582	359.339	178	11.0542
YBL060W	2064	1841.34	130	1.5755
YBL061C	2091	1868.34	1386.68	16.5627
YBL062W	381	158.566	134.322	18.9036
YBL063W	3336	3113.34	423	3.03196
YBL064C	786	563.339	1101	43.6141
YBL065W	345	122.678	5.20492	0.946797
YBL066C	3447	3224.34	530.795	3.67363
YBL067C	2244	2021.34	736	8.12547
YBL068W	981	758.339	733	21.57
YBL068W-A	237	30.5572	64.9874	47.4597
YBL069W	1290	1067.34	943.527	19.727
YBL070C	321	98.7246	73.4854	16.6106
YBL071C	309	86.8368	53	13.6201
YBL071C-B	99	29.1818	1	0.764711
YBL071W-A	249	35.1351	112	71.1354
YBL072C	603	380.339	36390.9	2135.17
YBL073W	312	89.8104	8.09299	2.01091
YBL074C	1068	845.339	132.907	3.50854
YBL075C	1950	1727.34	543	7.01507
YBL076C	3219	2996.34	12493	93.0438
YBL077W	432	209.407	670.95	71.5006
YBL078C	354	131.665	488	82.7101
YBL079W	4509	4286.34	719	3.74328
YBL080C	1626	1403.34	211	3.35529
YBL081W	1107	884.339	466.775	11.7787
YBL082C	1377	1154.34	473.468	9.15307
YBL083C	426	203.427	83.5324	9.16338
YBL084C	2277	2054.34	481.143	5.22651
YBL085W	2943	2720.34	2149	17.6288
YBL086C	1401	1178.34	1031	19.5253
YBL087C	414	191.446	13173.3	1535.52
YBL088C	8364	8141.34	719	1.9708
YBL089W	1380	1157.34	434	8.36833
YBL090W	534	311.339	476	34.118
YBL091C	1266	1043.34	2673	57.172
YBL091C-A	528	305.339	252	18.4174
YBL092W	393	170.518	48247	6314.09
YBL093C	663	440.339	646	32.7382
YBL094C	333	110.714	56.4755	11.3833
YBL095W	813	590.339	232.45	8.78693
YBL096C	309	86.8368	18.0749	4.64496
YBL097W	2265	2042.34	239	2.61144
YBL098W	1383	1160.34	432	8.30823
YBL099W	1638	1415.34	21246.5	334.994
YBL100C	315	92.7921	607.493	146.097
YBL100W-A	1317	1094.34	0	0
YBL100W-B	5313	5090.34	263.459	1.15498
YBL100W-C	120	40.673	9	4.93794
YBL101C	3354	3131.34	913	6.50655
YBL102W	648	425.339	1514	79.4329
YBL103C	1461	1238.34	499	8.9923
YBL104C	3117	2894.34	443	3.41558
YBL105C	3456	3233.34	1403	9.68314
YBL106C	3033	2810.34	422	3.35092
YBL107C	591	368.339	308	18.6601
YBL107W-A	105	32.2574	2.07388	1.43471
YBL108C-A	129	45.5965	0	0
YBL108W	306	83.8707	2.40325	0.639437
YBL109W	336	113.714	4.5646	0.895776
YBL111C	2004	1781.34	12.587	0.157684
YBL112C	318	95.7731	21.8275	5.08593
YBL113C	2379	2156.34	865.056	8.95234
YBL113W-A	483	260.339	94.3336	8.08606
YBR001C	2343	2120.34	523	5.50435
YBR002C	861	638.339	548	19.1575
YBR003W	1422	1199.34	964	17.9368
YBR004C	1302	1079.34	1053	21.7711
YBR005W	642	419.339	3436	182.851
YBR006W	1494	1271.34	758	13.3051
YBR007C	2211	1988.34	928	10.4152
YBR008C	1647	1424.34	429	6.72131
YBR009C	312	89.8104	8679.88	2156.74
YBR010W	411	188.446	8380.62	992.426
YBR011C	864	641.339	11069	385.151
YBR012C	420	197.427	0	0
YBR012W-A	1323	1100.34	0	0
YBR012W-B	5271	5048.34	1013.62	4.48061
