target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3333.1	4184	8.94816
YAL002W	3825	3675.1	3701	7.17861
YAL003W	621	471.166	141109	2134.87
YAL004W	648	498.166	0	0
YAL005C	1929	1779.1	421691	1689.6
YAL007C	648	498.166	8779	125.621
YAL008W	597	447.166	3269	52.1119
YAL009W	780	630.166	2060	23.3025
YAL010C	1482	1332.1	2143	11.4677
YAL011W	1878	1728.1	1339	5.52334
YAL012W	1185	1035.1	30802	212.123
YAL013W	1218	1068.1	3570	23.8257
YAL014C	768	618.166	4211	48.5591
YAL015C	1200	1050.1	2572	17.4594
YAL016C-A	315	165.889	785.928	33.7719
YAL016C-B	186	50.9829	34	4.75384
YAL016W	1908	1758.1	12434.1	50.4151
YAL017W	4071	3921.1	6934	12.6057
YAL018C	978	828.102	24	0.206594
YAL019W	3396	3246.1	5150	11.3093
YAL019W-A	570	420.166	102.35	1.73643
YAL020C	1002	852.102	2996.65	25.0689
YAL021C	2514	2364.1	10717	32.3145
YAL022C	1554	1404.1	3684	18.703
YAL023C	2280	2130.1	20467	68.4928
YAL024C	4308	4158.1	1378	2.36235
YAL025C	921	771.102	3914	36.1826
YAL026C	4068	3918.1	4005.78	7.2879
YAL026C-A	438	288.166	276.791	6.84699
YAL027W	786	636.166	1531.43	17.16
YAL028W	1587	1437.1	1844	9.1467
YAL029C	4416	4266.1	6171	10.3113
YAL030W	354	204.434	2873	100.178
YAL031C	2283	2133.1	3725.36	12.4494
YAL031W-A	309	160.052	198.636	8.84681
YAL032C	1140	990.102	1855	13.3553
YAL033W	522	372.166	1936	37.0817
YAL034C	1242	1092.1	3481	22.7212
YAL034C-B	354	204.434	61.1556	2.13243
YAL034W-A	870	720.102	883.844	8.74929
YAL035W	3009	2859.1	19470	48.5431
YAL036C	1110	960.102	6058	44.9783
YAL037C-A	93	12.2328	33	19.23
YAL037C-B	975	825.102	76615.4	661.911
YAL037W	804	654.102	710	7.73756
YAL038W	1503	1353.1	659086	3472.18
YAL039C	810	660.102	4529	48.9083
YAL040C	1743	1593.1	3294	14.7391
YAL041W	2565	2415.1	4678	13.8075
YAL042C-A	378	228.347	1008.37	31.4784
YAL042W	1248	1098.1	16428.6	106.647
YAL043C	2358	2208.1	4041	13.0455
YAL044C	513	363.166	9466	185.803
