target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3241.88	1182	8.31493
YAL002W	3825	3583.88	725	4.61341
YAL003W	621	379.879	30834	1851.07
YAL004W	648	406.879	0	0
YAL005C	1929	1687.88	80011	1081.05
YAL007C	648	406.879	2404	134.743
YAL008W	597	355.879	498	31.9128
YAL009W	780	538.879	318	13.4578
YAL010C	1482	1240.88	439	8.06813
YAL011W	1878	1636.88	389	5.41964
YAL012W	1185	943.879	7742	187.057
YAL013W	1218	976.879	641	14.9643
YAL014C	768	526.879	696	30.1256
YAL015C	1200	958.879	649	15.4354
YAL016C-A	315	74.2948	125.147	38.415
YAL016C-B	186	72.4009	4	1.25995
YAL016W	1908	1666.88	2970.85	40.6457
YAL017W	4071	3829.88	1708	10.1705
YAL018C	978	736.879	9	0.278538
YAL019W	3396	3154.88	1579	11.414
YAL019W-A	570	328.879	12.8753	0.89281
YAL020C	1002	760.879	299.125	8.9655
YAL021C	2514	2272.88	1794	18.0005
YAL022C	1554	1312.88	671	11.6556
YAL023C	2280	2038.88	6736	75.3439
YAL024C	4308	4066.88	427	2.39444
YAL025C	921	679.879	963	32.3022
YAL026C	4068	3826.88	1487.91	8.86688
YAL026C-A	438	196.899	48.0864	5.56949
YAL027W	786	544.879	219	9.16605
YAL028W	1587	1345.88	448	7.59119
YAL029C	4416	4174.88	1829	9.99097
YAL030W	354	113.02	526	106.138
YAL031C	2283	2041.88	676.256	7.55299
YAL031W-A	309	68.423	26.7437	8.91367
YAL032C	1140	898.879	342	8.67686
YAL033W	522	280.879	316	25.657
YAL034C	1242	1000.88	642	14.6282
YAL034C-B	354	113.02	7.1533	1.44341
YAL034W-A	870	628.879	219.847	7.97243
YAL035W	3009	2767.88	11368	93.6644
YAL036C	1110	868.879	2700	70.8667
YAL037C-A	93	29.0641	7	5.49261
YAL037C-B	975	733.879	12961.7	402.786
YAL037W	804	562.879	74	2.99816
YAL038W	1503	1261.88	158269	2860.33
YAL039C	810	568.879	472	18.9217
YAL040C	1743	1501.88	908	13.7876
YAL041W	2565	2323.88	899	8.82234
YAL042C-A	378	136.994	340.276	56.6456
YAL042W	1248	1006.88	2908.72	65.8814
YAL043C	2358	2116.88	721	7.76742
YAL044C	513	271.879	840	70.4599
YAL044W-A	333	92.0702	367.839	91.1123
YAL045C	309	68.423	97.1606	32.3836
YAL046C	357	116.02	215	42.2615
YAL047C	1869	1627.88	271	3.79651
YAL047W-A	330	89.0974	5.38097	1.37731
YAL048C	1989	1747.88	448.619	5.85334
YAL049C	741	499.879	987	45.0288
YAL051W	3144	2902.88	772	6.06493
YAL053W	2352	2110.88	3254	35.1554
YAL054C	2142	1900.88	228	2.73538
YAL055W	543	301.879	258	19.4906
YAL056C-A	351	110.02	34.3074	7.11141
YAL056W	2643	2401.88	965	9.1625
YAL058W	1509	1267.88	413.693	7.44111
YAL059C-A	423	181.899	0	0
YAL059W	639	397.879	554	31.7539
YAL060W	1149	907.879	3242	81.4372
YAL061W	1254	1012.88	457	10.2896
YAL062W	1374	1132.88	197	3.96571
YAL063C	3969	3727.88	456.644	2.79353
YAL063C-A	291	51.688	10	4.41213
YAL064C-A	381	139.981	15	2.44377
YAL064W	285	46.7074	9	4.39435
YAL064W-B	381	139.981	11.7403	1.91271
YAL065C	387	145.981	8.65596	1.35225
YAL066W	309	68.423	0	0
YAL067C	1782	1540.88	34	0.503209
YAL067W-A	228	44.4628	1.15921	0.594572
YAL068C	363	122.02	3.52572	0.658955
YAL068W-A	255	32.425	0	0
YAL069W	315	74.2948	1.35934	0.41726
YAR002C-A	660	418.879	2930	159.521
YAR002W	1620	1378.88	1254	20.74
YAR003W	1281	1039.88	462	10.132
YAR007C	1866	1624.88	1623	22.779
YAR008W	828	586.879	204	7.9272
YAR009C	3591	3349.88	22094.5	150.415
YAR010C	1323	1081.88	396.203	8.35174
YAR014C	2130	1888.88	1048	12.653
YAR015W	921	679.879	1157	38.8096
YAR018C	1308	1066.88	294	6.28449
YAR019C	2925	2683.88	497.6	4.22819
YAR019W-A	333	92.0702	11.4004	2.82384
YAR020C	168	68.3659	16	5.33726
YAR023C	540	298.879	138	10.5298
YAR027W	708	466.879	2012	98.2792
YAR028W	705	463.879	881	43.3121
YAR029W	225	47.8571	45	21.4439
YAR030C	342	101.041	10	2.25705
YAR031W	897	655.879	233.302	8.1121
YAR033W	705	463.879	259.943	12.7794
YAR035C-A	81	22.151	0	0
YAR035W	2064	1822.88	88	1.10094
YAR042W	3567	3325.88	1885	12.9254
YAR047C	321	80.1807	7	1.99098
YAR050W	4614	4372.88	196.065	1.02252
YAR053W	297	57.1303	12	4.79019
YAR060C	336	95.0609	51.5	12.355
YAR061W	1006	764.879	127.361	3.79735
YAR064W	300	59.9293	30.1538	11.4747
YAR066W	612	370.879	21.2903	1.30915
YAR068W	486	244.879	25.8985	2.41191
YAR069C	294	54.338	1	0.419695
YAR070C	300	59.9293	0	0
YAR071W	1404	1162.88	551.352	10.8127
YAR073W	1212	970.879	30.3557	0.713038
YAR075W	474	232.879	10.0154	0.980786
YBL001C	315	74.2948	1748	536.563
YBL002W	396	154.966	8392.38	1235.06
YBL003C	399	157.95	7216.71	1041.97
YBL004W	7482	7240.88	2282	7.18724
YBL005W	2931	2689.88	348	2.95042
YBL005W-A	1323	1081.88	211.879	4.4663
YBL005W-B	5268	5026.88	968.421	4.39343
YBL006C	543	301.879	668	50.464
YBL006W-A	150	59.022	0	0
YBL007C	3735	3493.88	3491	22.7866
YBL008W	2523	2281.88	402	4.01764
YBL008W-A	240	36.2999	1	0.62825
YBL009W	2031	1789.88	721	9.18648
YBL010C	843	601.879	319	12.087
YBL011W	2280	2038.88	1300.85	14.5503
YBL012C	402	160.934	65.1522	9.23247
YBL013W	1206	964.879	68	1.60721
YBL014C	2685	2443.88	337	3.14476
YBL015W	1581	1339.88	1604	27.3009
YBL016W	1062	820.879	953	26.476
YBL017C	4740	4498.88	3466	17.5696
YBL018C	402	160.934	149	21.1142
YBL019W	1563	1321.88	345	5.95203
YBL020W	1725	1483.88	991	15.2305
YBL021C	435	193.899	183	21.5235
YBL022C	3402	3160.88	2220	16.0171
YBL023C	2607	2365.88	561	5.40764
YBL024W	2055	1813.88	3434	43.1747
YBL025W	438	196.899	151	17.4892
YBL026W	288	49.0897	1011	469.676
YBL027W	570	328.879	36598.5	2537.85
YBL028C	321	80.1807	1003	285.278
YBL029C-A	285	46.7074	522	254.872
YBL029W	1131	889.879	254	6.50939
YBL030C	957	715.879	14745	469.724
YBL031W	1017	775.879	212	6.23132
YBL032W	1146	904.879	2536	63.9141
YBL033C	1038	796.879	873	24.9839
YBL034C	4542	4300.88	361	1.9142
YBL035C	2118	1876.88	469	5.69868
YBL036C	774	532.879	1371	58.6742
YBL037W	3078	2836.88	801	6.43916
YBL038W	699	457.879	414	20.62
YBL039C	1740	1498.88	3088	46.9838
YBL039C-A	84	24.3266	0	0
YBL039W-B	180	72.1567	109	34.4498
YBL040C	660	418.879	2090	113.788
YBL041W	726	484.879	2046	96.23
YBL042C	1920	1678.88	846	11.4918
YBL043W	774	532.879	37	1.58347
YBL044W	369	128.007	3	0.534471
YBL045C	1374	1132.88	6572	132.298
YBL046W	1326	1084.88	502	10.5526
YBL047C	4146	3904.88	4237	24.7451
YBL048W	312	71.3461	17	5.43396
YBL049W	417	175.917	184	23.8532
YBL050W	879	637.879	1773	63.3882
YBL051C	2007	1765.88	3235	41.7783
YBL052C	2496	2254.88	977.223	9.88344
YBL053W	375	133.994	116.777	19.875
YBL054W	1578	1336.88	608	10.3717
YBL055C	1257	1015.88	941	21.1245
YBL056W	1407	1165.88	4539	88.786
YBL057C	627	385.879	743	43.9112
YBL058W	1272	1030.88	2220	49.1115
YBL059C-A	330	89.0974	409	104.688
YBL059W	582	340.879	167	11.1726
YBL060W	2064	1822.88	203	2.53966
YBL061C	2091	1849.88	1559.63	19.2272
YBL062W	381	139.981	107.371	17.4926
YBL063W	3336	3094.88	448	3.3012
YBL064C	786	544.879	1111	46.4999
YBL065W	345	104.041	1.25958	0.276096
YBL066C	3447	3205.88	409.74	2.91474
YBL067C	2244	2002.88	1056	12.0239
YBL068W	981	739.879	748	23.0557
YBL068W-A	237	37.922	8.09777	4.86981
YBL069W	1290	1048.88	716.425	15.577
YBL070C	321	80.1807	34.4769	9.8061
YBL071C	309	68.423	55	18.3315
YBL071C-B	99	32.214	1	0.707934
YBL071W-A	249	33.065	97	66.9024
YBL072C	603	361.879	31998.4	2016.52
YBL073W	312	71.3461	7.39437	2.36357
YBL074C	1068	826.879	131.606	3.6297
YBL075C	1950	1708.88	595	7.94042
YBL076C	3219	2977.88	13991.5	107.151
YBL077W	432	190.899	782.471	93.4763
YBL078C	354	113.02	543	109.568
YBL079W	4509	4267.88	1215	6.49235
YBL080C	1626	1384.88	241	3.96865
YBL081W	1107	865.879	375.114	9.87971
YBL082C	1377	1135.88	572.109	11.4864
YBL083C	426	184.899	70.8906	8.74362
YBL084C	2277	2035.88	434.51	4.86728
YBL085W	2943	2701.88	2132	17.9953
YBL086C	1401	1159.88	873	17.1648
YBL087C	414	172.917	9934.67	1310.24
YBL088C	8364	8122.88	1103	3.09673
YBL089W	1380	1138.88	431	8.63053
YBL090W	534	292.879	428	33.3268
YBL091C	1266	1024.88	3290	73.2084
YBL091C-A	528	286.879	285	22.6561
YBL092W	393	151.966	34852	5230.21
YBL093C	663	421.879	612	33.0827
YBL094C	333	92.0702	30.6253	7.58576
YBL095W	813	571.879	265.536	10.589
YBL096C	309	68.423	18.8392	6.27911
YBL097W	2265	2023.88	386	4.34951
YBL098W	1383	1141.88	555	11.0844
YBL099W	1638	1396.88	19149.4	312.633
YBL100C	315	74.2948	1124.59	345.201
YBL100W-A	1317	1075.88	0	0
YBL100W-B	5313	5071.88	399.305	1.79545
YBL100W-C	120	42.5233	6	3.21782
YBL101C	3354	3112.88	1157	8.47635
YBL102W	648	406.879	1251	70.1181
YBL103C	1461	1219.88	672	12.5629
YBL104C	3117	2875.88	478	3.79049
YBL105C	3456	3214.88	1495	10.6051
YBL106C	3033	2791.88	393	3.21021
YBL107C	591	349.879	385	25.0946
YBL107W-A	105	35.3643	4.08237	2.6326
YBL108C-A	129	46.587	0	0
YBL108W	306	65.5165	1.42355	0.495517
YBL109W	336	95.0609	2.69949	0.647616
YBL111C	2004	1762.88	27.1012	0.350593
YBL112C	318	77.2122	8.58257	2.53495
YBL113C	2379	2137.88	826.121	8.81248
YBL113W-A	483	241.879	45.36	4.27674
YBR001C	2343	2101.88	488	5.2948
YBR002C	861	619.879	482	17.7328
YBR003W	1422	1180.88	934	18.0376
YBR004C	1302	1060.88	1566	33.6638
YBR005W	642	400.879	4251	241.833
YBR006W	1494	1252.88	793	14.4345
YBR007C	2211	1969.88	820	9.49319
YBR008C	1647	1405.88	477	7.73763
YBR009C	312	71.3461	6602.08	2110.32
YBR010W	411	169.917	7098.19	952.681
YBR011C	864	622.879	12971	474.906
YBR012C	420	178.917	0	0
YBR012W-A	1323	1081.88	0	0
YBR012W-B	5271	5029.88	1914.04	8.67823
YBR013C	390	148.966	0	0
YBR014C	612	370.879	956	58.7846
YBR015C	1794	1552.88	2749	40.3715
YBR016W	387	145.981	1701	265.733
YBR017C	2757	2515.88	2501	22.6705
YBR018C	1101	859.879	115	3.04999
YBR019C	2100	1858.88	194	2.38006
YBR020W	1587	1345.88	150	2.54169
YBR021W	1902	1660.88	281	3.85839
YBR022W	534	292.879	412	32.081
YBR023C	3498	3256.88	1900	13.3042
YBR024W	906	664.879	611	20.9574
YBR025C	1185	943.879	19310	466.556
YBR026C	1143	901.879	1809	45.7434
YBR027C	333	92.0702	3	0.743087
YBR028C	1578	1336.88	572	9.75757
YBR029C	1374	1132.88	918	18.4798
YBR030W	1659	1417.88	453	7.28613
YBR031W	1089	847.879	39536.9	1063.42
YBR032W	303	62.6901	22	8.00316
YBR033W	2760	2518.88	286	2.58938
YBR034C	1047	805.879	1137	32.1757
YBR035C	687	445.879	1766	90.3258
YBR036C	1233	991.879	2879	66.1943
YBR037C	888	646.879	293	10.3296
YBR038W	2892	2650.88	1052	9.05031
YBR039W	936	694.879	4287	140.696
YBR040W	897	655.879	5	0.173854
YBR041W	2010	1768.88	1422	18.3332
YBR042C	1194	952.879	904	21.6356
YBR043C	2070	1828.88	851	10.6116
YBR044C	1719	1477.88	468	7.22179
YBR045C	1920	1678.88	117	1.58929
YBR046C	1005	763.879	859	25.6452
YBR047W	528	286.879	144	11.4473
YBR048W	471	229.879	19260.2	1910.73
YBR049C	2433	2191.88	1054	10.9663
YBR050C	1017	775.879	41.6864	1.22529
