target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3248.78	1161	7.85104
YAL002W	3825	3590.78	705	4.31336
YAL003W	621	386.783	33918	1926.54
YAL004W	648	413.783	0	0
YAL005C	1929	1694.78	75177.9	974.522
YAL007C	648	413.783	2502	132.84
YAL008W	597	362.783	540	32.7011
YAL009W	780	545.783	363	14.6117
YAL010C	1482	1247.78	420	7.39479
YAL011W	1878	1643.78	346	4.62431
YAL012W	1185	950.783	7539	174.2
YAL013W	1218	983.783	575	12.8406
YAL014C	768	533.783	732	30.1274
YAL015C	1200	965.783	518	11.7833
YAL016C-A	315	80.855	136.499	37.0885
YAL016C-B	186	72.1405	3	0.913603
YAL016W	1908	1673.78	2826.5	37.0993
YAL017W	4071	3836.78	1521	8.70919
YAL018C	978	743.783	5	0.147686
YAL019W	3396	3161.78	1615	11.2216
YAL019W-A	570	335.783	15.9972	1.04665
YAL020C	1002	767.783	247.003	7.06771
YAL021C	2514	2279.78	1688	16.2665
YAL022C	1554	1319.78	634	10.5536
YAL023C	2280	2045.78	6415	68.8894
YAL024C	4308	4073.78	470	2.53464
YAL025C	921	686.783	869	27.7981
YAL026C	4068	3833.78	1364.61	7.81983
YAL026C-A	438	203.783	107.387	11.5771
YAL027W	786	551.783	225	8.95838
YAL028W	1587	1352.78	377	6.1225
YAL029C	4416	4181.78	1772	9.30932
YAL030W	354	119.796	490	89.8608
YAL031C	2283	2048.78	614.817	6.59273
YAL031W-A	309	74.9016	38.1829	11.1994
YAL032C	1140	905.783	287	6.96103
YAL033W	522	287.783	299	22.8256
YAL034C	1242	1007.78	602	13.1234
YAL034C-B	354	119.796	17.7058	3.24706
YAL034W-A	870	635.783	172.294	5.95357
YAL035W	3009	2774.78	11282	89.3249
YAL036C	1110	875.783	2847	71.4178
YAL037C-A	93	31.7795	9	6.22172
YAL037C-B	975	740.783	11290.3	334.834
YAL037W	804	569.783	99	3.81717
YAL038W	1503	1268.78	157669	2730.07
YAL039C	810	575.783	557	21.2526
YAL040C	1743	1508.78	1225	17.8371
YAL041W	2565	2330.78	898	8.46428
YAL042C-A	378	143.783	309.241	47.2504
YAL042W	1248	1013.78	3091.76	67.0002
YAL043C	2358	2123.78	657	6.79627
YAL044C	513	278.783	722	56.8966
YAL044W-A	333	98.7957	323.958	72.0388
YAL045C	309	74.9016	85.042	24.9436
YAL046C	357	122.796	243	43.4749
YAL047C	1869	1634.78	300	4.03159
YAL047W-A	330	95.7957	5.39246	1.23668
YAL048C	1989	1754.78	404.608	5.06554
YAL049C	741	506.783	906	39.2755
YAL051W	3144	2909.78	842	6.35722
YAL053W	2352	2117.78	2509	26.0276
YAL054C	2142	1907.78	229	2.63707
YAL055W	543	308.783	272	19.3522
YAL056C-A	351	116.796	26.0151	4.89345
YAL056W	2643	2408.78	1063	9.69507
YAL058W	1509	1274.78	345.985	5.96261
YAL059C-A	423	188.783	0	0
YAL059W	639	404.783	411	22.3067
YAL060W	1149	914.783	2559	61.4565
YAL061W	1254	1019.78	430	9.26352
YAL062W	1374	1139.78	211	4.06702
YAL063C	3969	3734.78	357.004	2.10002
YAL063C-A	291	57.3231	12	4.59904
YAL064C-A	381	146.783	18.4583	2.76269
YAL064W	285	51.5992	10	4.25768
YAL064W-B	381	146.783	8.17606	1.22372
YAL065C	387	152.783	9.37712	1.34837
YAL066W	309	74.9016	3	0.879926
YAL067C	1782	1547.78	31	0.440015
YAL067W-A	228	22.6093	4.32195	4.1996
YAL068C	363	128.783	6.52202	1.1126
YAL068W-A	255	27.8249	5	3.94776
YAL069W	315	80.855	0	0
YAR002C-A	660	425.783	2768	142.821
YAR002W	1620	1385.78	1253	19.8642
YAR003W	1281	1046.78	516	10.8295
YAR007C	1866	1631.78	1367	18.4044
YAR008W	828	593.783	216	7.99174
YAR009C	3591	3356.78	18715.1	122.486
YAR010C	1323	1088.78	307.84	6.21154
YAR014C	2130	1895.78	971	11.2524
YAR015W	921	686.783	3361	107.514
