target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3337.65	3511	7.60747
YAL002W	3825	3679.65	2958	5.81355
YAL003W	621	475.649	172394	2621.11
YAL004W	648	502.649	0	0
YAL005C	1929	1783.65	44826.5	181.75
YAL007C	648	502.649	8570	123.301
YAL008W	597	451.649	1052	16.8448
YAL009W	780	634.649	1752	19.9641
YAL010C	1482	1336.65	1514	8.19141
YAL011W	1878	1732.65	1824	7.61315
YAL012W	1185	1039.65	33979	236.36
YAL013W	1218	1072.65	3698	24.9321
YAL014C	768	622.649	3862	44.8559
YAL015C	1200	1054.65	1895	12.9943
YAL016C-A	315	170.474	720.723	30.5745
YAL016C-B	186	54.2686	9	1.19934
YAL016W	1908	1762.65	9239.28	37.9072
YAL017W	4071	3925.65	2875	5.29635
YAL018C	978	832.649	17	0.147651
YAL019W	3396	3250.65	8658	19.2618
YAL019W-A	570	424.649	152.444	2.59615
YAL020C	1002	856.649	2630.56	22.2072
YAL021C	2514	2368.65	10864	33.1695
YAL022C	1554	1408.65	4524	23.2258
YAL023C	2280	2134.65	26984	91.4176
YAL024C	4308	4162.65	2512	4.36415
YAL025C	921	775.649	11997	111.856
YAL026C	4068	3922.65	4302.22	7.93164
YAL026C-A	438	292.679	207.071	5.11657
YAL027W	786	640.649	1116.71	12.6058
YAL028W	1587	1441.65	576	2.88944
YAL029C	4416	4270.65	7384	12.504
YAL030W	354	209.004	1943	67.2309
YAL031C	2283	2137.65	2518.78	8.52127
YAL031W-A	309	164.541	103.216	4.53653
YAL032C	1140	994.649	1587	11.5387
YAL033W	522	376.649	2644	50.7662
YAL034C	1242	1096.65	1416	9.33782
YAL034C-B	354	209.004	92.353	3.19556
YAL034W-A	870	724.649	1040.65	10.3855
YAL035W	3009	2863.65	32203	81.3254
YAL036C	1110	964.649	12207	91.5144
YAL037C-A	93	11.5416	24	15.0382
YAL037C-B	975	829.649	60584	528.097
YAL037W	804	658.649	543	5.96205
YAL038W	1503	1357.65	526507	2804.57
YAL039C	810	664.649	3528	38.3872
YAL040C	1743	1597.65	4706	21.302
YAL041W	2565	2419.65	4917	14.696
YAL042C-A	378	232.805	960.832	29.8474
YAL042W	1248	1102.65	17020.2	111.629
YAL043C	2358	2212.65	5835	19.0712
YAL044C	513	367.649	9986	196.43
YAL044W-A	333	188.138	1940.61	74.5954
YAL045C	309	164.541	500.39	21.993
YAL046C	357	211.983	1919	65.4673
YAL047C	1869	1723.65	1528	6.41098
YAL047W-A	330	185.156	10.846	0.423623
YAL048C	1989	1843.65	1697.15	6.65722
YAL049C	741	595.649	3544	43.0282
YAL051W	3144	2998.65	3040	7.33158
YAL053W	2352	2206.65	8106	26.5658
YAL054C	2142	1996.65	1340	4.85348
YAL055W	543	397.649	779	14.1673
YAL056C-A	351	206.004	153.982	5.40562
YAL056W	2643	2497.65	4462	12.9196
YAL058W	1509	1363.65	2266.02	12.0174
YAL059C-A	423	277.679	3.24849	0.0846034
YAL059W	639	493.649	6733.75	98.6482
YAL060W	1149	1003.65	5987	43.1397
YAL061W	1254	1108.65	1670	10.8936
YAL062W	1374	1228.65	1511	8.89379
YAL063C	3969	3823.65	2415.27	4.56812
YAL063C-A	291	146.975	14	0.688865
YAL064C-A	381	235.805	108.387	3.3241
YAL064W	285	141.177	64	3.27842
YAL064W-B	381	235.805	71.2332	2.18464
YAL065C	387	241.781	106.945	3.19881
YAL066W	309	164.541	1	0.0439517
YAL067C	1782	1636.65	132	0.583268
YAL067W-A	228	88.2698	19.6721	1.61172
YAL068C	363	217.961	69.4068	2.30289
YAL068W-A	255	112.775	0	0
YAL069W	315	170.474	6.97977	0.296096
YAR002C-A	660	514.649	15205	213.661
YAR002W	1620	1474.65	8337	40.8857
YAR003W	1281	1135.65	3700	23.5618
YAR007C	1866	1720.65	6931	29.1309
YAR008W	828	682.649	2074	21.9716
YAR009C	3591	3445.65	19916.8	41.8022
YAR010C	1323	1177.65	5301.46	32.5559
YAR014C	2130	1984.65	7487	27.2819
YAR015W	921	775.649	24660	229.921
YAR018C	1308	1162.65	2817	17.5222
YAR019C	2925	2779.65	1558.77	4.05549
YAR019W-A	333	188.138	30.227	1.1619
YAR020C	168	42.0678	94.8542	16.3063
YAR023C	540	394.649	452	8.28281
YAR027W	708	562.649	3217	41.3489
YAR028W	705	559.649	2004	25.896
YAR029W	225	85.7422	264	22.2669
YAR030C	342	197.004	150	5.50639
YAR031W	897	751.649	1087.91	10.4672
YAR033W	705	559.649	1631.01	21.0761
YAR035C-A	81	10.018	7	5.0532
YAR035W	2064	1918.65	806	3.03801
YAR042W	3567	3421.65	6529	13.7994
YAR047C	321	176.318	63	2.584
YAR050W	4614	4468.65	1655.28	2.67883
YAR053W	297	152.826	71	3.35979
YAR060C	336	191.062	154.5	5.84795
YAR061W	1006	860.649	977.089	8.21028
YAR064W	300	155.733	254.936	11.8386
YAR066W	612	466.649	651.41	10.0952
YAR068W	486	340.649	356.157	7.5611
YAR069C	294	149.856	22.5	1.08582
YAR070C	300	155.733	11.1429	0.517446
YAR071W	1404	1258.65	3648.24	20.9618
YAR073W	1212	1066.65	175.206	1.18789
YAR075W	474	328.649	63.1744	1.39014
YBL001C	315	170.474	4931	209.183
YBL002W	396	250.732	41586.4	1199.48
YBL003C	399	253.732	31562.9	899.606
YBL004W	7482	7336.65	15229	15.0115
YBL005W	2931	2785.65	1360	3.53071
YBL005W-A	1323	1177.65	1796.42	11.0317
YBL005W-B	5268	5122.65	2183.11	3.08199
YBL006C	543	397.649	3457	62.8709
YBL006W-A	150	31.2423	0	0
YBL007C	3735	3589.65	11000	22.1611
YBL008W	2523	2377.65	2762	8.4009
YBL008W-A	240	98.874	22	1.60913
YBL009W	2031	1885.65	4529	17.3697
YBL010C	843	697.649	1641	17.0107
YBL011W	2280	2134.65	5585.54	18.9229
YBL012C	402	256.732	360.46	10.1538
YBL013W	1206	1060.65	551	3.7569
YBL014C	2685	2539.65	4015	11.433
YBL015W	1581	1435.65	4080	20.5524
YBL016W	1062	916.649	8062	63.6048
YBL017C	4740	4594.65	8664	13.6369
YBL018C	402	256.732	1623	45.7182
YBL019W	1563	1417.65	1453	7.4122
YBL020W	1725	1579.65	5173	23.6827
YBL021C	435	289.679	1338	33.4033
YBL022C	3402	3256.65	8543	18.971
YBL023C	2607	2461.65	3485	10.2383
YBL024W	2055	1909.65	16064	60.8345
YBL025W	438	292.679	1202	29.7004
YBL026W	288	144.063	4864	244.17
YBL027W	570	424.649	178241	3035.48
YBL028C	321	176.318	7442	305.241
YBL029C-A	285	141.177	1249	63.9805
YBL029W	1131	985.649	1721	12.6272
YBL030C	957	811.649	25374	226.084
YBL031W	1017	871.649	1764	14.6355
YBL032W	1146	1000.65	10533	76.1238
YBL033C	1038	892.649	3460	28.0314
YBL034C	4542	4396.65	2162	3.55618
YBL035C	2118	1972.65	4405	16.149
YBL036C	774	628.649	6405	73.6819
YBL037W	3078	2932.65	3099	7.64208
YBL038W	699	553.649	2243	29.2985
YBL039C	1740	1594.65	25948	117.676
YBL039C-A	84	10.5734	0	0
YBL039W-B	180	50.226	277	39.8842
YBL040C	660	514.649	7886	110.814
YBL041W	726	580.649	13380	166.645
YBL042C	1920	1774.65	4154	16.9279
YBL043W	774	628.649	519	5.97048
YBL044W	369	223.873	30	0.969103
YBL045C	1374	1228.65	14687	86.4481
YBL046W	1326	1180.65	2432	14.8968
YBL047C	4146	4000.65	10129	18.3099
YBL048W	312	167.508	216	9.32544
YBL049W	417	271.679	681	18.1276
YBL050W	879	733.649	5762	56.7983
YBL051C	2007	1861.65	8210	31.893
YBL052C	2496	2350.65	3830.91	11.7859
YBL053W	375	229.805	378.092	11.8984
YBL054W	1578	1432.65	9114	46.0065
YBL055C	1257	1111.65	4820	31.3566
YBL056W	1407	1261.65	11345	65.0303
YBL057C	627	481.649	5991	89.9537
YBL058W	1272	1126.65	11043	70.884
YBL059C-A	330	185.156	1212	47.3385
YBL059W	582	436.649	1003	16.6119
