target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3331.54	3766	8.16604
YAL002W	3825	3673.54	3190	6.2731
YAL003W	621	469.542	149025	2292.77
YAL004W	648	496.542	0	0
YAL005C	1929	1777.54	466881	1897.42
YAL007C	648	496.542	7680	111.733
YAL008W	597	445.542	2885	46.7772
YAL009W	780	628.542	1813	20.8372
YAL010C	1482	1330.54	1946	10.5655
YAL011W	1878	1726.54	1302	5.44766
YAL012W	1185	1033.54	37852	264.568
YAL013W	1218	1066.54	3569	24.1738
YAL014C	768	616.542	3955	46.3405
YAL015C	1200	1048.54	2878	19.8281
YAL016C-A	315	164.095	911.407	40.123
YAL016C-B	186	49.7132	13	1.88907
YAL016W	1908	1756.54	12182.6	50.1023
YAL017W	4071	3919.54	6563	12.096
YAL018C	978	826.542	11	0.09614
YAL019W	3396	3244.54	4228	9.41365
YAL019W-A	570	418.542	85.2301	1.47106
YAL020C	1002	850.542	2721.77	23.117
YAL021C	2514	2362.54	9668	29.562
YAL022C	1554	1402.54	3362	17.3164
YAL023C	2280	2128.54	20199	68.5526
YAL024C	4308	4156.54	1021	1.77448
YAL025C	921	769.542	3334	31.2975
YAL026C	4068	3916.54	3510.96	6.47589
YAL026C-A	438	286.542	200.486	5.05444
YAL027W	786	634.542	1399.56	15.9333
YAL028W	1587	1435.54	1755	8.83157
YAL029C	4416	4264.54	4853	8.2208
YAL030W	354	202.676	3026	107.856
YAL031C	2283	2131.54	3446.3	11.6798
YAL031W-A	309	158.29	145.701	6.64945
YAL032C	1140	988.542	1649	12.0504
YAL033W	522	370.542	1754	34.1955
YAL034C	1242	1090.54	3593	23.8008
YAL034C-B	354	202.676	34.4902	1.22934
YAL034W-A	870	718.542	875.51	8.80208
YAL035W	3009	2857.54	18620	47.0721
YAL036C	1110	958.542	5234	39.4456
YAL037C-A	93	12.2842	15	8.82107
YAL037C-B	975	823.542	105677	926.983
YAL037W	804	652.542	399	4.41714
YAL038W	1503	1351.54	719049	3843.31
YAL039C	810	658.542	4636	50.8553
YAL040C	1743	1591.54	2779	12.6138
YAL041W	2565	2413.54	4267	12.7716
YAL042C-A	378	226.591	800.154	25.5098
YAL042W	1248	1096.54	16013.8	105.499
YAL043C	2358	2206.54	3803	12.4506
YAL044C	513	361.542	5932	118.527
YAL044W-A	333	181.752	2167.25	86.1402
YAL045C	309	158.29	429.754	19.613
YAL046C	357	205.655	1688	59.2937
YAL047C	1869	1717.54	1237	5.20282
YAL047W-A	330	178.77	6.13455	0.247894
YAL048C	1989	1837.54	2063.87	8.11373
YAL049C	741	589.542	4872	59.6993
YAL051W	3144	2992.54	2866	6.91851
YAL053W	2352	2200.54	19287	63.3157
YAL054C	2142	1990.54	1180	4.2824
YAL055W	543	391.542	1280	23.6161
YAL056C-A	351	199.676	141.819	5.13082
YAL056W	2643	2491.54	4628	13.4184
YAL058W	1509	1357.54	2104.18	11.1971
YAL059C-A	423	271.542	0	0
YAL059W	639	487.542	1803	26.7153
YAL060W	1149	997.542	16187	117.223
YAL061W	1254	1102.54	1512	9.90679
YAL062W	1374	1222.54	1110	6.55897
YAL063C	3969	3817.54	2469.39	4.67286
YAL063C-A	291	140.83	15	0.769435
YAL064C-A	381	229.591	93.4633	2.94078
YAL064W	285	135.08	39	2.0857
YAL064W-B	381	229.591	41.4547	1.30435
YAL065C	387	235.567	83.5526	2.56225
YAL066W	309	158.29	0	0
YAL067C	1782	1630.54	161	0.713297
YAL067W-A	228	82.6592	32.1331	2.80827
YAL068C	363	211.635	54.6705	1.86613
YAL068W-A	255	106.637	3.38342	0.229206
YAL069W	315	164.095	10.217	0.449785
YAR002C-A	660	508.542	13829	196.445
YAR002W	1620	1468.54	5501	27.0602
YAR003W	1281	1129.54	2143	13.7055
YAR007C	1866	1714.54	6087	25.6467
YAR008W	828	676.542	884	9.43918
YAR009C	3591	3439.54	11545.6	24.2489
YAR010C	1323	1171.54	8337.98	51.4138
YAR014C	2130	1978.54	3444	12.5746
YAR015W	921	769.542	6224	58.427
YAR018C	1308	1156.54	1311	8.18875
YAR019C	2925	2773.54	2149.66	5.59901
YAR019W-A	333	181.752	58.343	2.31892
YAR020C	168	38.0301	71.7031	13.6203
YAR023C	540	388.542	824	15.3203
YAR027W	708	556.542	11818	153.399
YAR028W	705	553.542	3969	51.7973
YAR029W	225	80.088	190	17.1381
YAR030C	342	190.715	93	3.5227
YAR031W	897	745.542	881.693	8.54322
YAR033W	705	553.542	1888.99	24.6522
YAR035C-A	81	12.3985	3	1.74795
YAR035W	2064	1912.54	563	2.12654
YAR042W	3567	3415.54	6435	13.6102
YAR047C	321	169.945	47	1.99787
YAR050W	4614	4462.54	864.513	1.39948
YAR053W	297	146.657	97	4.778
YAR060C	336	184.734	67	2.62002
YAR061W	1006	854.542	365.31	3.08819
YAR064W	300	149.597	164.667	7.95166
YAR066W	612	460.542	357.484	5.60744
YAR068W	486	334.542	236.774	5.11282
YAR069C	294	143.744	8	0.402046
YAR070C	300	149.597	8.66667	0.418509
YAR071W	1404	1252.54	2022.28	11.6634
YAR073W	1212	1060.54	134.378	0.91533
YAR075W	474	322.542	30.358	0.67993
YBL001C	315	164.095	7591	334.179
YBL002W	396	244.567	26320	777.435
YBL003C	399	247.567	22989.1	670.819
YBL004W	7482	7330.54	4302	4.23946
YBL005W	2931	2779.54	1515	3.93746
YBL005W-A	1323	1171.54	3103.53	19.137
YBL005W-B	5268	5116.54	3925.34	5.54214
YBL006C	543	391.542	4188	77.2689
YBL006W-A	150	28.2891	0	0
YBL007C	3735	3583.54	14666	29.5648
YBL008W	2523	2371.54	1524	4.64227
YBL008W-A	240	93.024	4	0.310629
YBL009W	2031	1879.54	1633	6.2764
YBL010C	843	691.542	1153	12.0445
YBL011W	2280	2128.54	3916.77	13.293
YBL012C	402	250.567	202.233	5.83049
YBL013W	1206	1054.54	254	1.73999
YBL014C	2685	2533.54	1519	4.33118
YBL015W	1581	1429.54	10737	54.2578
YBL016W	1062	910.542	6014	47.7134
YBL017C	4740	4588.54	11167	17.5808
YBL018C	402	250.567	841	24.2464
YBL019W	1563	1411.54	1867	9.55492
YBL020W	1725	1573.54	2828	12.9831
YBL021C	435	283.542	1119	28.5095
YBL022C	3402	3250.54	9956	22.1261
YBL023C	2607	2455.54	1924	5.66023
YBL024W	2055	1903.54	6384	24.2274
YBL025W	438	286.542	813	20.4965
YBL026W	288	137.942	4045	211.835
YBL027W	570	418.542	149321	2577.26
YBL028C	321	169.945	2683	114.049
YBL029C-A	285	135.08	4597	245.845
YBL029W	1131	979.542	1320	9.73481
YBL030C	957	805.542	27383	245.567
YBL031W	1017	865.542	967	8.07077
YBL032W	1146	994.542	8184	59.4455
YBL033C	1038	886.542	6310	51.417
YBL034C	4542	4390.54	1094	1.80001
YBL035C	2118	1966.54	1694	6.22281
YBL036C	774	622.542	5372	62.3367
YBL037W	3078	2926.54	2696	6.6549
YBL038W	699	547.542	2628	34.6724
YBL039C	1740	1588.54	6884	31.3054
YBL039C-A	84	12.6886	0	0
YBL039W-B	180	45.5686	452	71.6554
YBL040C	660	508.542	8223	116.81
YBL041W	726	574.542	15405	193.694
YBL042C	1920	1768.54	1616	6.60089
YBL043W	774	622.542	329	3.81772
YBL044W	369	217.613	45	1.49384
YBL045C	1374	1222.54	25330	149.675
YBL046W	1326	1174.54	1967	12.098
YBL047C	4146	3994.54	16420	29.695
YBL048W	312	161.225	152	6.81062
YBL049W	417	265.542	1088	29.5987
YBL050W	879	727.542	9082	90.1779
YBL051C	2007	1855.54	7880	30.6783
YBL052C	2496	2344.54	1715.28	5.2851
YBL053W	375	223.613	191.721	6.19369
YBL054W	1578	1426.54	2165	10.9635
YBL055C	1257	1105.54	4240	27.7056
YBL056W	1407	1255.54	12784	73.555
YBL057C	627	475.542	4407	66.9469
YBL058W	1272	1120.54	13790	88.9022
YBL059C-A	330	178.77	1849	74.717
YBL059W	582	430.542	964	16.1748
YBL060W	2064	1912.54	868	3.27858
YBL061C	2091	1939.54	3974.78	14.8044
YBL062W	381	229.591	299.222	9.4149
YBL063W	3336	3184.54	1295	2.93764
YBL064C	786	634.542	7661	87.2171
YBL065W	345	193.695	47.3205	1.76485
YBL066C	3447	3295.54	1918.68	4.20583
YBL067C	2244	2092.54	3745	12.9287
YBL068W	981	829.542	2935	25.5591
YBL068W-A	237	90.3075	236.423	18.9122
YBL069W	1290	1138.54	3285.19	20.8444
YBL070C	321	169.945	240.383	10.2181
YBL071C	309	158.29	429	19.5786
YBL071C-B	99	12.2695	4	2.35509
YBL071W-A	249	101.125	714	51.0052
YBL072C	603	451.542	173963	2783.14
YBL073W	312	161.225	27.5956	1.23647
YBL074C	1068	916.542	568.404	4.48004
YBL075C	1950	1798.54	3669	14.7368
YBL076C	3219	3067.54	35732	84.1479
YBL077W	432	280.542	1792.99	46.1696
YBL078C	354	202.676	2370	84.474
YBL079W	4509	4357.54	3131	5.1906
YBL080C	1626	1474.54	1399	6.85389
YBL081W	1107	955.542	2323.27	17.5641
YBL082C	1377	1225.54	3141.33	18.5166
YBL083C	426	274.542	436.667	11.49
YBL084C	2277	2125.54	2157.39	7.33223
YBL085W	2943	2791.54	8951	23.1635
YBL086C	1401	1249.54	4633	26.7848
YBL087C	414	262.542	56565.8	1556.44
YBL088C	8364	8212.54	3509	3.08661
YBL089W	1380	1228.54	1744	10.2549
YBL090W	534	382.542	2432	45.9263
YBL091C	1266	1114.54	14689	95.2077
YBL091C-A	528	376.542	2308	44.2791
YBL092W	393	241.567	166264	4972.06
YBL093C	663	511.542	3937	55.5982
YBL094C	333	181.752	223.987	8.9027
YBL095W	813	661.542	1202.09	13.1267
YBL096C	309	158.29	93.9247	4.28651
YBL097W	2265	2113.54	488	1.66796
YBL098W	1383	1231.54	2073	12.1598
YBL099W	1638	1486.54	43277.2	210.309
YBL100C	315	164.095	2802.83	123.389
YBL100W-A	1317	1165.54	0	0
YBL100W-B	5313	5161.54	1781.14	2.49285
YBL100W-C	120	16.5469	43	18.7728
YBL101C	3354	3202.54	4469	10.0807
YBL102W	648	496.542	4978	72.4228
YBL103C	1461	1309.54	3314	18.2814
YBL104C	3117	2965.54	1941	4.72822
YBL105C	3456	3304.54	5676	12.4082
YBL106C	3033	2881.54	1093	2.74013
YBL107C	591	439.542	2111	34.6948
YBL107W-A	105	13.0185	77.9023	43.228
YBL108C-A	129	19.1057	101.434	38.3527
YBL108W	306	155.368	25.3603	1.17915
YBL109W	336	184.734	28.433	1.11187
YBL111C	2004	1852.54	1127.32	4.39596
YBL112C	318	167.046	89.2305	3.85882
YBL113C	2379	2227.54	3541.39	11.4848
YBL113W-A	483	331.542	0.00165868	3.6141e-05
YBR001C	2343	2191.54	1888	6.22341
YBR002C	861	709.542	2653	27.0107
YBR003W	1422	1270.54	4729	26.8879
YBR004C	1302	1150.54	8521	53.5013
YBR005W	642	490.542	36195	533.027
YBR006W	1494	1342.54	4355	23.4335
YBR007C	2211	2059.54	3490	12.2414
YBR008C	1647	1495.54	2426	11.7184
YBR009C	312	161.225	22500.4	1008.17
YBR010W	411	259.542	28645.6	797.308
YBR011C	864	712.542	66321	672.384
YBR012C	420	268.542	0	0
YBR012W-A	1323	1171.54	0	0
YBR012W-B	5271	5119.54	3685.35	5.20025
YBR013C	390	238.567	0	0
YBR014C	612	460.542	3795	59.5277
YBR015C	1794	1642.54	9576	42.1157
YBR016W	387	235.567	7796	239.074
YBR017C	2757	2605.54	7742	21.465
YBR018C	1101	949.542	705	5.36354
YBR019C	2100	1948.54	1137	4.21529
YBR020W	1587	1435.54	687	3.45714
YBR021W	1902	1750.54	1308	5.39774
YBR022W	534	382.542	1776	33.5383
YBR023C	3498	3346.54	5769	12.4532
YBR024W	906	754.542	2493	23.868
YBR025C	1185	1033.54	73846	516.149
YBR026C	1143	991.542	10035	73.111
YBR027C	333	181.752	19	0.755182
YBR028C	1578	1426.54	1947	9.85957
YBR029C	1374	1222.54	3374	19.9369
YBR030W	1659	1507.54	2080	9.96714
YBR031W	1089	937.542	189925	1463.42
YBR032W	303	152.492	117	5.54264
YBR033W	2760	2608.54	1581	4.37835
