target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3236.87	1329	8.18874
YAL002W	3825	3578.87	797	4.4415
YAL003W	621	374.87	33254	1769.21
YAL004W	648	401.87	0	0
YAL005C	1929	1682.87	72311.2	856.983
YAL007C	648	401.87	2435	120.846
YAL008W	597	350.87	357	20.2927
YAL009W	780	533.87	337	12.5896
YAL010C	1482	1235.87	433	6.98767
YAL011W	1878	1631.87	411	5.02312
YAL012W	1185	938.87	4638	98.5241
YAL013W	1218	971.87	563	11.5536
YAL014C	768	521.87	706	26.9811
YAL015C	1200	953.87	553	11.5625
YAL016C-A	315	69.4733	125.033	35.8943
YAL016C-B	186	75.7872	8	2.10529
YAL016W	1908	1661.87	3243.97	38.9311
YAL017W	4071	3824.87	1629	8.49418
YAL018C	978	731.87	1	0.0272511
YAL019W	3396	3149.87	1809	11.4542
YAL019W-A	570	323.87	18.1167	1.11564
YAL020C	1002	755.87	236.883	6.25035
YAL021C	2514	2267.87	1756	15.4427
YAL022C	1554	1307.87	592	9.02764
YAL023C	2280	2033.87	7081	69.4366
YAL024C	4308	4061.87	534	2.622
YAL025C	921	674.87	863	25.504
YAL026C	4068	3821.87	1603.93	8.37005
YAL026C-A	438	191.89	41.0658	4.2682
YAL027W	786	539.87	258	9.5312
YAL028W	1587	1340.87	429	6.38099
YAL029C	4416	4169.87	1932	9.24064
YAL030W	354	108.15	532	98.1077
YAL031C	2283	2036.87	611.679	5.98932
YAL031W-A	309	63.7456	46.3213	14.4926
YAL032C	1140	893.87	308	6.87217
YAL033W	522	275.87	410	29.6413
YAL034C	1242	995.87	810	16.2218
YAL034C-B	354	108.15	4.1707	0.769131
YAL034W-A	870	623.87	257.829	8.24243
YAL035W	3009	2762.87	10270	74.1357
YAL036C	1110	863.87	2743	63.3278
YAL037C-A	93	27.724	16	11.5102
YAL037C-B	975	728.87	16312.6	446.365
YAL037W	804	557.87	120	4.29008
YAL038W	1503	1256.87	128939	2046.03
YAL039C	810	563.87	453	16.0227
YAL040C	1743	1496.87	1296	17.2678
YAL041W	2565	2318.87	934	8.03318
YAL042C-A	378	132.101	267.265	40.3509
YAL042W	1248	1001.87	2870.73	57.1477
YAL043C	2358	2111.87	725	6.84681
YAL044C	513	266.87	430	32.1356
YAL044W-A	333	87.1866	293.798	67.2073
YAL045C	309	63.7456	93.2019	29.1603
YAL046C	357	111.15	227	40.7319
YAL047C	1869	1622.87	232	2.85116
YAL047W-A	330	84.2037	3.10941	0.736485
YAL048C	1989	1742.87	523.891	5.99505
YAL049C	741	494.87	1036	41.7528
YAL051W	3144	2897.87	829	5.70549
YAL053W	2352	2105.87	3945	37.3622
YAL054C	2142	1895.87	235	2.47216
YAL055W	543	296.87	268	18.0047
YAL056C-A	351	105.15	17.9772	3.40982
YAL056W	2643	2396.87	1224	10.1848
YAL058W	1509	1262.87	348.023	5.49625
YAL059C-A	423	176.908	7.59759	0.856536
YAL059W	639	392.87	530.402	26.9261
YAL060W	1149	902.87	2415	53.3469
YAL061W	1254	1007.87	424	8.39032
YAL062W	1374	1127.87	273	4.82748
YAL063C	3969	3722.87	556.287	2.98015
YAL063C-A	291	47.4904	17	7.13938
YAL064C-A	381	135.088	25	3.69097
YAL064W	285	42.7465	16	7.46512
YAL064W-B	381	135.088	5.78046	0.853421
YAL065C	387	141.061	17.4538	2.46776
YAL066W	309	63.7456	0	0
YAL067C	1782	1535.87	37	0.480468
YAL067W-A	228	49.8983	1.20556	0.481861
YAL068C	363	117.127	1.26496	0.215395
YAL068W-A	255	31.0987	0	0
YAL069W	315	69.4733	0	0
YAR002C-A	660	413.87	2885	139.027
YAR002W	1620	1373.87	1226	17.7976
YAR003W	1281	1034.87	531	10.2335
YAR007C	1866	1619.87	1371	16.8801
YAR008W	828	581.87	219	7.50646
YAR009C	3591	3344.87	20752.9	123.742
YAR010C	1323	1076.87	467.538	8.65907
YAR014C	2130	1883.87	1185	12.5454
YAR015W	921	674.87	1105	32.6557
YAR018C	1308	1061.87	397	7.45652
YAR019C	2925	2678.87	560	4.16921
YAR019W-A	333	87.1866	7	1.60127
YAR020C	168	70.5022	17	4.8091
YAR023C	540	293.87	154	10.4516
YAR027W	708	461.87	1920	82.9084
YAR028W	705	458.87	1321	57.4157
YAR029W	225	53.1921	68	25.4964
YAR030C	342	96.1597	13	2.6963
YAR031W	897	650.87	197.639	6.05613
YAR033W	705	458.87	278.667	12.1119
YAR035C-A	81	21.5115	8	7.41714
YAR035W	2064	1817.87	108	1.18489
YAR042W	3567	3320.87	2665	16.0053
YAR047C	321	75.3441	13	3.44121
YAR050W	4614	4367.87	275.532	1.25811
YAR053W	297	52.613	41	15.542
YAR060C	336	90.1688	90	19.9069
YAR061W	1006	759.87	165.972	4.35625
