target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3260.64	1284	7.58718
YAL002W	3825	3602.64	802	4.28916
YAL003W	621	398.645	32589	1575.08
YAL004W	648	425.645	0	0
YAL005C	1929	1706.64	114447	1292.05
YAL007C	648	425.645	2449	110.856
YAL008W	597	374.645	657	33.7882
YAL009W	780	557.645	394	13.6131
YAL010C	1482	1259.64	476	7.28078
YAL011W	1878	1655.64	462	5.37643
YAL012W	1185	962.645	8766	175.45
YAL013W	1218	995.645	737	14.2621
YAL014C	768	545.645	829	29.2727
YAL015C	1200	977.645	688	13.559
YAL016C-A	315	92.9117	205.349	42.5836
YAL016C-B	186	46.3521	1	0.415671
YAL016W	1908	1685.64	3413.65	39.0186
YAL017W	4071	3848.64	1949	9.75715
YAL018C	978	755.645	10	0.254977
YAL019W	3396	3173.64	1497	9.0883
YAL019W-A	570	347.645	20.2929	1.12467
YAL020C	1002	779.645	252.707	6.2451
YAL021C	2514	2291.64	2032	17.0842
YAL022C	1554	1331.64	768	11.112
YAL023C	2280	2057.64	7279	68.1585
YAL024C	4308	4085.64	492	2.32019
YAL025C	921	698.645	844	23.2758
YAL026C	4068	3845.64	1493.29	7.4816
YAL026C-A	438	215.69	25.8957	2.31322
YAL027W	786	563.645	293.813	10.0435
YAL028W	1587	1364.64	518	7.31356
YAL029C	4416	4193.64	1826	8.38935
YAL030W	354	131.852	767	112.08
YAL031C	2283	2060.64	885.379	8.27837
YAL031W-A	309	86.9208	44.6213	9.89093
YAL032C	1140	917.645	433	9.09143
YAL033W	522	299.645	361	23.2124
YAL034C	1242	1019.64	896	16.9308
YAL034C-B	354	131.852	16	2.33804
YAL034W-A	870	647.645	268	7.97291
YAL035W	3009	2786.64	11355	78.5099
YAL036C	1110	887.645	2861	62.1009
YAL037C-A	93	25.0139	5	3.8513
YAL037C-B	975	752.645	13810.7	353.545
YAL037W	804	581.645	138	4.5713
YAL038W	1503	1280.64	192150	2890.89
YAL039C	810	587.645	607	19.9018
YAL040C	1743	1520.64	1191	15.0905
YAL041W	2565	2342.64	918	7.55014
YAL042C-A	378	155.81	233.978	28.9333
YAL042W	1248	1025.64	3093.02	58.1039
YAL043C	2358	2135.64	883	7.96619
YAL044C	513	290.645	1151	76.3013
YAL044W-A	333	110.901	376.471	65.4058
YAL045C	309	86.9208	80.5286	17.8503
YAL046C	357	134.839	280	40.0094
YAL047C	1869	1646.64	312	3.65068
YAL047W-A	330	107.912	4.33723	0.774395
YAL048C	1989	1766.64	560.663	6.11465
YAL049C	741	518.645	1230	45.6935
YAL051W	3144	2921.64	916	6.0407
YAL053W	2352	2129.64	3149	28.4895
YAL054C	2142	1919.64	307	3.08132
YAL055W	543	320.645	340	20.4302
YAL056C-A	351	128.852	30.5365	4.56611
YAL056W	2643	2420.64	1216	9.6788
YAL058W	1509	1286.64	441.464	6.61082
YAL059C-A	423	200.69	5.04685	0.484522
YAL059W	639	416.645	597.953	27.6516
YAL060W	1149	926.645	4659	96.872
YAL061W	1254	1031.64	686	12.8119
YAL062W	1374	1151.64	268	4.48369
YAL063C	3969	3746.64	665.415	3.42191
YAL063C-A	291	69.1041	13	3.62458
YAL064C-A	381	158.795	40	4.85337
YAL064W	285	63.2824	16	4.87143
YAL064W-B	381	158.795	16.9851	2.06088
YAL065C	387	164.779	6.4981	0.759809
YAL066W	309	86.9208	1	0.221664
YAL067C	1782	1559.64	38	0.469436
YAL067W-A	228	19.2716	6.94909	6.94752
YAL068C	363	140.839	5.42476	0.742126
YAL068W-A	255	35.617	0	0
YAL069W	315	92.9117	3	0.622113
YAR002C-A	660	437.645	3280	144.401
YAR002W	1620	1397.64	1383	19.0653
YAR003W	1281	1058.64	561	10.2101
YAR007C	1866	1643.64	1671	19.5879
YAR008W	828	605.645	210	6.68067
