target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3248.05	1478	8.05386
YAL002W	3825	3590.05	835	4.11659
YAL003W	621	386.049	34404	1577.32
YAL004W	648	413.049	0	0
YAL005C	1929	1694.05	66938.4	699.361
YAL007C	648	413.049	2582	110.639
YAL008W	597	362.049	417	20.3855
YAL009W	780	545.049	359	11.6577
YAL010C	1482	1247.05	478	6.78417
YAL011W	1878	1643.05	507	5.46147
YAL012W	1185	950.049	4774	88.9382
YAL013W	1218	983.049	725	13.0531
YAL014C	768	533.049	753	25.0023
YAL015C	1200	965.049	670	12.2879
YAL016C-A	315	80.3382	201.733	44.4433
YAL016C-B	186	62.8539	1	0.281591
YAL016W	1908	1673.05	3318.27	35.1038
YAL017W	4071	3836.05	1832	8.45266
YAL018C	978	743.049	4	0.0952785
YAL019W	3396	3161.05	2072	11.6014
YAL019W-A	570	335.049	25.4306	1.34339
YAL020C	1002	767.049	288.569	6.65854
YAL021C	2514	2279.05	1915	14.8719
YAL022C	1554	1319.05	807	10.8284
YAL023C	2280	2045.05	7476	64.702
YAL024C	4308	4073.05	599	2.60291
YAL025C	921	686.049	1035	26.7016
YAL026C	4068	3833.05	1746.54	8.06468
YAL026C-A	438	203.049	34.7071	3.02531
YAL027W	786	551.049	279.748	8.98523
YAL028W	1587	1352.05	452	5.91695
YAL029C	4416	4181.05	2284	9.66858
YAL030W	354	119.239	668	99.1543
YAL031C	2283	2048.05	826.757	7.14479
YAL031W-A	309	74.3532	51.2431	12.198
YAL032C	1140	905.049	395	7.72462
YAL033W	522	287.049	406	25.0336
YAL034C	1242	1007.05	871	15.308
YAL034C-B	354	119.239	8	1.18748
YAL034W-A	870	635.049	285	7.9431
YAL035W	3009	2774.05	11123	70.9675
YAL036C	1110	875.049	2908	58.8185
YAL037C-A	93	31.2535	7	3.96416
YAL037C-B	975	740.049	14393.6	344.24
YAL037W	804	569.049	131	4.0745
YAL038W	1503	1268.05	142579	1990.09
YAL039C	810	575.049	608	18.7133
YAL040C	1743	1508.05	1623	19.0483
YAL041W	2565	2330.05	1108	8.41641
YAL042C-A	378	143.162	341.647	42.2379
YAL042W	1248	1013.05	3288.35	57.4513
YAL043C	2358	2123.05	839	6.99446
YAL044C	513	278.049	470	29.9178
YAL044W-A	333	98.2838	288.842	52.0151
YAL045C	309	74.3532	118.158	28.1266
YAL046C	357	122.239	288	41.7
YAL047C	1869	1634.05	341	3.69353
YAL047W-A	330	95.303	1.23542	0.229436
YAL048C	1989	1754.05	556.765	5.618
YAL049C	741	506.049	1074	37.5633
YAL051W	3144	2909.05	845	5.14112
YAL053W	2352	2117.05	3512	29.3613
YAL054C	2142	1907.05	312	2.89564
YAL055W	543	308.049	271	15.5705
YAL056C-A	351	116.262	26.26	3.9977
YAL056W	2643	2408.05	1358	9.98128
YAL058W	1509	1274.05	387.74	5.3865
YAL059C-A	423	188.049	0	0
YAL059W	639	404.049	672	29.4366
YAL060W	1149	914.049	2649	51.2938
YAL061W	1254	1019.05	483	8.38888
YAL062W	1374	1139.05	286	4.44402
YAL063C	3969	3734.05	687.178	3.25718
YAL063C-A	291	56.6421	25	7.81183
YAL064C-A	381	146.162	21	2.54295
YAL064W	285	50.9465	17	5.9059
YAL064W-B	381	146.162	12.1228	1.46799
YAL065C	387	152.132	9.8564	1.1467
YAL066W	309	74.3532	0	0
YAL067C	1782	1547.05	49	0.560588
YAL067W-A	228	19.7099	0	0
YAL068C	363	128.188	1.42949	0.197372
YAL068W-A	255	26.5032	1	0.667811
YAL069W	315	80.3382	3	0.660924
YAR002C-A	660	425.049	3063	127.544
YAR002W	1620	1385.05	1354	17.3024
YAR003W	1281	1046.05	632	10.6934
YAR007C	1866	1631.05	1647	17.8722
YAR008W	828	593.049	279	8.32656
YAR009C	3591	3356.05	24065.1	126.914
YAR010C	1323	1088.05	369.463	6.01001
YAR014C	2130	1895.05	1443	13.4771
YAR015W	921	686.049	1185	30.5714
YAR018C	1308	1073.05	544	8.97287
YAR019C	2925	2690.05	698.382	4.59499
YAR019W-A	333	98.2838	6.61784	1.19175
YAR020C	168	61.6863	27	7.74689
YAR023C	540	305.049	162	9.39935
YAR027W	708	473.049	1808	67.6464
YAR028W	705	470.049	1287	48.4605
YAR029W	225	20.6242	66	56.6394
YAR030C	342	107.273	10	1.64991
YAR031W	897	662.049	259.317	6.93256
YAR033W	705	470.049	345.526	13.0104
YAR035C-A	81	24.5593	5	3.60334
YAR035W	2064	1829.05	184	1.78051
YAR042W	3567	3332.05	2926	15.5423
YAR047C	321	86.3301	21	4.30535
YAR050W	4614	4379.05	294.821	1.1916
YAR053W	297	62.5003	42	11.8938
YAR060C	336	101.284	98	17.1253
YAR061W	1006	771.049	163.478	3.75257
YAR064W	300	65.4428	42.0952	11.3847
YAR066W	612	377.049	66.5263	3.12283
YAR068W	486	251.049	55.2199	3.89305
YAR069C	294	59.5428	2.5	0.743126
YAR070C	300	65.4428	1.5	0.405678
YAR071W	1404	1169.05	304.572	4.61115
YAR073W	1212	977.049	77.9778	1.41256
YAR075W	474	239.049	34.6821	2.56786
YBL001C	315	80.3382	2127	468.595
YBL002W	396	161.116	9770.41	1073.31
YBL003C	399	164.1	10046.7	1083.59
YBL004W	7482	7247.05	3264	7.97152
YBL005W	2931	2696.05	461	3.02639
YBL005W-A	1323	1088.05	254.513	4.14013
YBL005W-B	5268	5033.05	998.941	3.51286
YBL006C	543	308.049	793	45.5623
YBL006W-A	150	57.0552	0	0
YBL007C	3735	3500.05	3903	19.7368
YBL008W	2523	2288.05	415	3.21022
YBL008W-A	240	20.3664	1	0.869035
YBL009W	2031	1796.05	851	8.38617
YBL010C	843	608.049	371	10.7991
YBL011W	2280	2045.05	1813.92	15.6988
YBL012C	402	167.1	120.085	12.7193
YBL013W	1206	971.049	76	1.38524
YBL014C	2685	2450.05	540	3.90096
YBL015W	1581	1346.05	2030	26.6924
YBL016W	1062	827.049	1174	25.124
YBL017C	4740	4505.05	3302	12.9727
YBL018C	402	167.1	188	19.9128
YBL019W	1563	1328.05	370	4.93105
YBL020W	1725	1490.05	1214	14.4202
YBL021C	435	200.049	182	16.1023
YBL022C	3402	3167.05	1979	11.0597
YBL023C	2607	2372.05	676	5.044
YBL024W	2055	1820.05	3824	37.1866
YBL025W	438	203.049	178	15.5157
YBL026W	288	53.7639	1133	372.985
YBL027W	570	335.049	46940	2479.63
YBL028C	321	86.3301	1211	248.275
YBL029C-A	285	50.9465	505	175.44
YBL029W	1131	896.049	319	6.30102
YBL030C	957	722.049	21138	518.143
YBL031W	1017	782.049	268	6.06531
YBL032W	1146	911.049	2597	50.4525
