target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3275.37	1920	9.22555
YAL002W	3825	3617.37	1407	6.12142
YAL003W	621	413.372	46687	1777.49
YAL004W	648	440.372	0	0
YAL005C	1929	1721.37	110646	1011.61
YAL007C	648	440.372	3743	133.768
YAL008W	597	389.372	1185	47.8967
YAL009W	780	572.372	617	16.9652
YAL010C	1482	1274.37	588	7.26161
YAL011W	1878	1670.37	635	5.98291
YAL012W	1185	977.372	13791	222.069
YAL013W	1218	1010.37	1153	17.9597
YAL014C	768	560.372	1361	38.2238
YAL015C	1200	992.372	924	14.6538
YAL016C-A	315	107.419	243.098	35.6167
YAL016C-B	186	28.5606	7	3.8573
YAL016W	1908	1700.37	4253.9	39.3727
YAL017W	4071	3863.37	2742	11.17
YAL018C	978	770.372	9	0.183863
YAL019W	3396	3188.37	2304	11.3727
YAL019W-A	570	362.372	11.2354	0.487962
YAL020C	1002	794.372	605.765	12.0014
YAL021C	2514	2306.37	3178	21.6858
YAL022C	1554	1346.37	1596	18.656
YAL023C	2280	2072.37	12750	96.8265
YAL024C	4308	4100.37	692	2.65604
YAL025C	921	713.372	1213	26.7606
YAL026C	4068	3860.37	2193.65	8.94313
YAL026C-A	438	230.398	127.821	8.73122
YAL027W	786	578.372	333.529	9.07566
YAL028W	1587	1379.37	1001	11.421
YAL029C	4416	4208.37	2474	9.25203
YAL030W	354	146.419	664	71.3712
YAL031C	2283	2075.37	987.515	7.48857
YAL031W-A	309	101.419	78.4854	12.1793
YAL032C	1140	932.372	534	9.01371
YAL033W	522	314.372	553	27.6843
YAL034C	1242	1034.37	1558	23.7051
YAL034C-B	354	146.419	40	4.29947
YAL034W-A	870	662.372	272	6.46277
YAL035W	3009	2801.37	13481	75.7361
YAL036C	1110	902.372	2882	50.2643
YAL037C-A	93	31.2051	18	9.07817
YAL037C-B	975	767.372	13609.5	279.118
YAL037W	804	596.372	163	4.30152
YAL038W	1503	1295.37	232897	2829.58
YAL039C	810	602.372	1140	29.7846
YAL040C	1743	1535.37	1997	20.4699
YAL041W	2565	2357.37	1601	10.6885
YAL042C-A	378	170.419	120.718	11.1482
YAL042W	1248	1040.37	5981.28	90.481
