target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3242.47	871	6.74334
YAL002W	3825	3584.47	521	3.64876
YAL003W	621	380.475	29721	1960.97
YAL004W	648	407.475	0	0
YAL005C	1929	1688.47	77631.6	1154.19
YAL007C	648	407.475	1860	114.59
YAL008W	597	356.475	329	23.1686
YAL009W	780	539.475	277	12.8897
YAL010C	1482	1241.47	317	6.40995
YAL011W	1878	1637.47	338	5.18174
YAL012W	1185	944.475	5690	151.236
YAL013W	1218	977.475	447	11.4798
YAL014C	768	527.475	577	27.4604
YAL015C	1200	959.475	478	12.5063
YAL016C-A	315	75.1534	115.218	38.4863
YAL016C-B	186	73.1141	1	0.343346
YAL016W	1908	1667.47	2684.78	40.4188
YAL017W	4071	3830.47	1372	8.99156
YAL018C	978	737.475	2	0.0680795
YAL019W	3396	3155.47	1201	9.55458
YAL019W-A	570	329.475	13.3194	1.01483
YAL020C	1002	761.475	162.681	5.36307
YAL021C	2514	2273.47	1419	15.6684
YAL022C	1554	1313.47	519	9.91925
YAL023C	2280	2039.47	5732	70.5539
YAL024C	4308	4067.47	354	2.1848
YAL025C	921	680.475	843	31.0992
YAL026C	4068	3827.47	1141.21	7.48492
YAL026C-A	438	197.585	32.7878	4.16572
YAL027W	786	545.475	199	9.15823
YAL028W	1587	1346.47	335	6.24568
YAL029C	4416	4175.48	1129	6.78768
YAL030W	354	113.996	488	107.464
YAL031C	2283	2042.47	497.304	6.11222
YAL031W-A	309	69.2837	25.6957	9.31029
YAL032C	1140	899.475	281	7.84243
YAL033W	522	281.475	272	24.2584
YAL034C	1242	1001.48	537	13.4607
YAL034C-B	354	113.996	6.37274	1.40337
YAL034W-A	870	629.475	153.627	6.12665
YAL035W	3009	2768.47	9292	84.2562
YAL036C	1110	869.475	2389	68.9751
YAL037C-A	93	25.1369	5	4.99334
YAL037C-B	975	734.475	13600.8	464.859
YAL037W	804	563.475	68	3.02948
YAL038W	1503	1262.47	135302	2690.39
YAL039C	810	569.475	384	16.9274
YAL040C	1743	1502.47	872	14.5694
YAL041W	2565	2324.47	658	7.10615
YAL042C-A	378	137.906	210.142	38.2528
YAL042W	1248	1007.48	2414.86	60.1715
YAL043C	2358	2117.47	557	6.60344
YAL044C	513	272.475	465	42.841
YAL044W-A	333	93.0063	285.835	77.1502
YAL045C	309	69.2837	68.1647	24.698
YAL046C	357	116.996	167	35.8327
YAL047C	1869	1628.47	223	3.43761
YAL047W-A	330	90.0246	1.15294	0.321499
YAL048C	1989	1748.47	416.847	5.98481
YAL049C	741	500.475	843	42.2842
YAL051W	3144	2903.47	560	4.84176
YAL053W	2352	2111.47	2461	29.259
YAL054C	2142	1901.47	186	2.45559
YAL055W	543	302.475	220	18.2586
YAL056C-A	351	110.996	21.9034	4.95381
YAL056W	2643	2402.47	859	8.97569
YAL058W	1509	1268.47	366.097	7.24515
YAL059C-A	423	182.68	9.30628	1.27885
YAL059W	639	398.475	468.694	29.5271
YAL060W	1149	908.475	2217	61.2613
YAL061W	1254	1013.48	418	10.3537
YAL062W	1374	1133.47	149	3.29995
YAL063C	3969	3728.47	275.792	1.85688
YAL063C-A	291	52.7624	7	3.33048
YAL064C-A	381	140.892	13	2.31628
YAL064W	285	47.8932	7	3.66908
YAL064W-B	381	140.892	8.00935	1.42707
YAL065C	387	146.877	4.50815	0.770508
YAL066W	309	69.2837	0	0
YAL067C	1782	1541.47	19	0.309422
YAL067W-A	228	61	2.25275	0.927078
YAL068C	363	122.984	5.8315	1.19033
YAL068W-A	255	37.2518	0.0171619	0.0115652
YAL069W	315	75.1534	1.98284	0.662327
YAR002C-A	660	419.475	2684	160.624
YAR002W	1620	1379.47	1207	21.9648
YAR003W	1281	1040.47	376	9.07172
YAR007C	1866	1625.47	1256	19.3974
YAR008W	828	587.475	175	7.47794
YAR009C	3591	3350.47	6105.61	45.7463
YAR010C	1323	1082.47	289.215	6.70712
YAR014C	2130	1889.47	924	12.2762
YAR015W	921	680.475	2760	101.819
YAR018C	1308	1067.47	227	5.33828
YAR019C	2925	2684.47	388.718	3.63504
YAR019W-A	333	93.0063	5.2817	1.42559
YAR020C	168	64.129	13	5.08888
YAR023C	540	299.475	122	10.2266
YAR027W	708	467.475	1712	91.9346
YAR028W	705	464.475	911	49.2368
YAR029W	225	63.817	56	22.0285
YAR030C	342	102.006	11	2.70707
YAR031W	897	656.475	226.256	8.65197
YAR033W	705	464.475	227.618	12.3021
YAR035C-A	81	19.6652	3	3.82962
YAR035W	2064	1823.47	63	0.86731
YAR042W	3567	3326.47	1745	13.1688
YAR047C	321	81.0672	6	1.85797
YAR050W	4614	4373.48	166.924	0.95813
YAR053W	297	58.0865	17	7.34695
YAR060C	336	96.0063	41	10.7206
YAR061W	1006	765.475	109.933	3.6052
YAR064W	300	60.7979	16.3333	6.74403
