target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3261.82	984	7.32514
YAL002W	3825	3603.82	592	3.98877
YAL003W	621	399.821	35823	2175.59
YAL004W	648	426.821	0	0
YAL005C	1929	1707.82	35490.1	504.598
YAL007C	648	426.821	2737	155.708
YAL008W	597	375.821	244	15.7648
YAL009W	780	558.821	364	15.8165
YAL010C	1482	1260.82	378	7.2798
YAL011W	1878	1656.82	479	7.02006
YAL012W	1185	963.821	6989	176.076
YAL013W	1218	996.821	562	13.6899
YAL014C	768	546.821	740	32.86
YAL015C	1200	978.821	495	12.2796
YAL016C-A	315	94.1313	154.146	39.763
YAL016C-B	186	45.251	0	0
YAL016W	1908	1686.82	2505.85	36.0718
YAL017W	4071	3849.82	841	5.3044
YAL018C	978	756.821	3	0.0962518
YAL019W	3396	3174.82	2408	18.417
YAL019W-A	570	348.821	22.2421	1.5483
YAL020C	1002	780.821	254.758	7.92241
YAL021C	2514	2292.82	1683	17.8236
YAL022C	1554	1332.82	890	16.2143
YAL023C	2280	2058.82	7530	88.8091
YAL024C	4308	4086.82	627	3.72531
YAL025C	921	699.821	2031	70.4699
YAL026C	4068	3846.82	1498.82	9.46081
YAL026C-A	438	216.821	46.181	5.17181
YAL027W	786	564.821	211	9.07094
YAL028W	1587	1365.82	202	3.59119
YAL029C	4416	4194.82	1928	11.1603
YAL030W	354	133.018	490	89.4473
YAL031C	2283	2061.82	522.386	6.15208
YAL031W-A	309	88.1862	25.6138	7.05269
YAL032C	1140	918.821	354	9.3552
YAL033W	522	300.821	331	26.7178
YAL034C	1242	1020.82	382	9.08646
YAL034C-B	354	133.018	11.3622	2.07411
YAL034W-A	870	648.821	250.638	9.38
YAL035W	3009	2787.82	16132	140.509
YAL036C	1110	888.821	3371	92.0927
YAL037C-A	93	25.6686	3	2.83792
YAL037C-B	975	753.821	7215.88	232.435
YAL037W	804	582.821	98	4.08293
YAL038W	1503	1281.82	113364	2147.48
YAL039C	810	588.821	541	22.3098
YAL040C	1743	1521.82	2033	32.4381
YAL041W	2565	2343.82	990	10.2563
YAL042C-A	378	156.933	280.988	43.4766
YAL042W	1248	1026.82	3133.01	74.0881
YAL043C	2358	2136.82	853	9.69308
YAL044C	513	291.821	957	79.6299
YAL044W-A	333	112.067	292.81	63.4436
YAL045C	309	88.1862	94.1896	25.9348
YAL046C	357	136.004	283	50.5259
YAL047C	1869	1647.82	324	4.77437
YAL047W-A	330	109.078	2.32859	0.518364
YAL048C	1989	1767.82	421.671	5.79184
YAL049C	741	519.821	975	45.5441
YAL051W	3144	2922.82	717	5.95659
YAL053W	2352	2130.82	2789	31.7821
YAL054C	2142	1920.82	302	3.81769
YAL055W	543	321.821	185	13.9585
YAL056C-A	351	130.031	21.7925	4.0695
YAL056W	2643	2421.82	973	9.75555
YAL058W	1509	1287.82	421.207	7.94185
YAL059C-A	423	201.863	10.1619	1.22236
YAL059W	639	417.821	1126.84	65.4866
YAL060W	1149	927.821	1447	37.8691
YAL061W	1254	1032.82	256	6.0186
YAL062W	1374	1152.82	233	4.90767
YAL063C	3969	3747.82	456.87	2.96002
YAL063C-A	291	70.6323	7	2.40644
YAL064C-A	381	159.933	20	3.03651
YAL064W	285	64.9976	8	2.98864
YAL064W-B	381	159.933	7.39093	1.12213
YAL065C	387	165.933	6.42584	0.940328
YAL066W	309	88.1862	0	0
YAL067C	1782	1560.82	15	0.233356
YAL067W-A	228	29.751	6.75894	5.51643
YAL068C	363	141.991	5.28849	0.904383
YAL068W-A	255	40.3787	0.915368	0.550458
YAL069W	315	94.1313	0	0
YAR002C-A	660	438.821	3067	169.71
YAR002W	1620	1398.82	1679	29.1454
YAR003W	1281	1059.82	716	16.4044
YAR007C	1866	1644.82	1956	28.8756
YAR008W	828	606.821	432	17.2864
YAR009C	3591	3369.82	29441.7	212.147
YAR010C	1323	1101.82	210.507	4.63912
YAR014C	2130	1908.82	1572	19.9972
YAR015W	921	699.821	1529	53.052
YAR018C	1308	1086.82	523	11.6849
YAR019C	2925	2703.82	398	3.57426
YAR019W-A	333	112.067	2	0.433343
YAR020C	168	50.3908	16	7.70992
YAR023C	540	318.821	97	7.38764
YAR027W	708	486.821	1022	50.9756
YAR028W	705	483.821	525	26.3485
YAR029W	225	29.6414	52	42.5977
YAR030C	342	121.044	9	1.80543
YAR031W	897	675.821	181.338	6.51536
YAR033W	705	483.821	279.722	14.0386
YAR035C-A	81	20.0682	1	1.20997
YAR035W	2064	1842.82	71	0.935527
YAR042W	3567	3345.82	1561	11.3287
YAR047C	321	100.131	7	1.6975
YAR050W	4614	4392.82	262.907	1.45325
YAR053W	297	76.3966	25	7.94597
YAR060C	336	115.067	89	18.781
YAR061W	1006	784.821	191.112	5.91288
YAR064W	300	79.3267	24.05	7.36168
