target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3250.59	1268	8.4463
YAL002W	3825	3592.59	859	5.1772
YAL003W	621	388.589	39571	2204.93
YAL004W	648	415.589	0	0
YAL005C	1929	1696.59	38829	495.551
YAL007C	648	415.589	3133	163.232
YAL008W	597	364.589	322	19.1232
YAL009W	780	547.589	381	15.0654
YAL010C	1482	1249.59	524	9.07974
YAL011W	1878	1645.59	572	7.52634
YAL012W	1185	952.589	6938	157.702
YAL013W	1218	985.589	550	12.083
YAL014C	768	535.589	807	32.625
YAL015C	1200	967.589	509	11.3903
YAL016C-A	315	82.6989	136.08	35.629
YAL016C-B	186	57.3029	4	1.51145
YAL016W	1908	1675.59	2986.92	38.598
YAL017W	4071	3838.59	1092	6.15971
YAL018C	978	745.589	5	0.145204
YAL019W	3396	3163.59	3268	22.3672
YAL019W-A	570	337.589	23.1402	1.48418
YAL020C	1002	769.589	253.86	7.1424
YAL021C	2514	2281.59	1907	18.0977
YAL022C	1554	1321.59	941	15.4171
YAL023C	2280	2047.59	7897	83.5081
YAL024C	4308	4075.59	867	4.60615
YAL025C	921	688.589	2263	71.1596
YAL026C	4068	3835.59	2032.44	11.4734
YAL026C-A	438	205.589	111.103	11.7014
YAL027W	786	553.589	255.461	9.99184
YAL028W	1587	1354.59	224	3.58055
YAL029C	4416	4183.59	2947	15.2525
YAL030W	354	121.621	502	89.3729
YAL031C	2283	2050.59	595.535	6.28836
YAL031W-A	309	76.754	25.4653	7.18384
YAL032C	1140	907.589	387	9.23275
YAL033W	522	289.589	424	31.7024
YAL034C	1242	1009.59	468	10.0371
YAL034C-B	354	121.621	24.253	4.31785
YAL034W-A	870	637.589	278.747	9.46626
YAL035W	3009	2776.59	18702	145.843
YAL036C	1110	877.589	3630	89.5622
YAL037C-A	93	26.5166	19	15.5148
YAL037C-B	975	742.589	8349.11	243.445
YAL037W	804	571.589	98	3.71237
YAL038W	1503	1270.59	125409	2137.14
YAL039C	810	577.589	571	21.4055
YAL040C	1743	1510.59	2389	34.2436
YAL041W	2565	2332.59	1250	11.6033
YAL042C-A	378	145.621	260.917	38.7962
YAL042W	1248	1015.59	3082.08	65.7106
YAL043C	2358	2125.59	918	9.35131
YAL044C	513	280.589	836	64.5126
YAL044W-A	333	100.621	333.672	71.803
YAL045C	309	76.754	61.3279	17.3008
YAL046C	357	124.621	248	43.0895
YAL047C	1869	1636.59	412	5.45088
YAL047W-A	330	97.6205	1.14916	0.254887
YAL048C	1989	1756.59	533.851	6.5805
YAL049C	741	508.589	891	37.9332
YAL051W	3144	2911.59	938	6.97561
YAL053W	2352	2119.59	3046	31.1163
YAL054C	2142	1909.59	326	3.69647
YAL055W	543	310.589	218	15.1978
YAL056C-A	351	118.621	25.1766	4.59565
YAL056W	2643	2410.59	1150	10.3296
YAL058W	1509	1276.59	461.823	7.8331
YAL059C-A	423	190.589	18.4919	2.10084
YAL059W	639	406.589	1235.51	65.7959
YAL060W	1149	916.589	1418	33.4974
YAL061W	1254	1021.59	244	5.17157
YAL062W	1374	1141.59	246	4.66589
YAL063C	3969	3736.59	576.354	3.33982
YAL063C-A	291	59.4293	11	4.00775
YAL064C-A	381	148.606	25	3.64261
YAL064W	285	53.8749	8	3.21524
YAL064W-B	381	148.606	10.0193	1.45985
YAL065C	387	154.606	10.6347	1.48939
YAL066W	309	76.754	3	0.84631
YAL067C	1782	1549.59	18	0.251516
YAL067W-A	228	27.7228	1.63967	1.28065
YAL068C	363	130.621	0	0
YAL068W-A	255	32.2632	0.000103774	6.96448e-05
YAL069W	315	82.6989	1.63439	0.427922
YAR002C-A	660	427.589	3339	169.083
YAR002W	1620	1387.59	1885	29.4144
YAR003W	1281	1048.59	943	19.4722
YAR007C	1866	1633.59	2153	28.5371
YAR008W	828	595.589	468	17.0141
YAR009C	3591	3358.59	53072	342.151
YAR010C	1323	1090.59	371.488	7.37553
YAR014C	2130	1897.59	1717	19.5919
YAR015W	921	688.589	1628	51.1922
YAR018C	1308	1075.59	628	12.6422
YAR019C	2925	2692.59	498.692	4.01025
YAR019W-A	333	100.621	8.30835	1.78788
YAR020C	168	60.1893	29	10.4325
YAR023C	540	307.589	138	9.71443
YAR027W	708	475.589	1269	57.7749
YAR028W	705	472.589	601	27.5359
YAR029W	225	28.7438	61	45.951
YAR030C	342	109.621	10	1.97523
YAR031W	897	664.589	221.224	7.20756
YAR033W	705	472.589	338.554	15.5115
YAR035C-A	81	19.8644	1	1.09002
YAR035W	2064	1831.59	70	0.827521
YAR042W	3567	3334.59	1890	12.2724
YAR047C	321	88.6483	17	4.15229
YAR050W	4614	4381.59	297.228	1.46881
YAR053W	297	65.0772	37	12.3107
YAR060C	336	103.621	100.5	21.0005
YAR061W	1006	773.589	227.225	6.35997
YAR064W	300	67.9508	39.0323	12.4377
YAR066W	612	379.589	55.2083	3.1492
YAR068W	486	253.589	59.2001	5.05477
YAR069C	294	62.2112	9	3.13244
YAR070C	300	67.9508	0	0
YAR071W	1404	1171.59	1536.02	28.3877
YAR073W	1212	979.589	89.2478	1.97271
YAR075W	474	241.589	28.1631	2.52413
YBL001C	315	82.6989	1484	388.547
YBL002W	396	163.606	8929.37	1181.76
YBL003C	399	166.606	6937.09	901.563
YBL004W	7482	7249.59	4913	14.6738
YBL005W	2931	2698.59	431	3.4582
YBL005W-A	1323	1090.59	142.464	2.82848
YBL005W-B	5268	5035.59	806.758	3.46898
YBL006C	543	310.589	479	33.3932
YBL006W-A	150	54.5556	0	0
YBL007C	3735	3502.59	3671	22.6937
YBL008W	2523	2290.59	725	6.8533
YBL008W-A	240	27.5036	6	4.72357
YBL009W	2031	1798.59	1268	15.265
YBL010C	843	610.589	415	14.7166
YBL011W	2280	2047.59	2073.05	21.9218
YBL012C	402	169.589	110.954	14.1662
YBL013W	1206	973.589	81	1.80143
YBL014C	2685	2452.59	939	8.28991
YBL015W	1581	1348.59	861	13.824
YBL016W	1062	829.589	1136	29.65
YBL017C	4740	4507.59	3429	16.4715
YBL018C	402	169.589	272	34.728
YBL019W	1563	1330.59	309	5.02833
YBL020W	1725	1492.59	1642	23.82
YBL021C	435	202.589	220	23.5134
YBL022C	3402	3169.59	3666	25.0437
YBL023C	2607	2374.59	1008	9.19139
YBL024W	2055	1822.59	6109	72.5756
YBL025W	438	205.589	203	21.3799
YBL026W	288	56.6091	1411	539.697
YBL027W	570	337.589	36962.4	2370.73
YBL028C	321	88.6483	2008	490.459
YBL029C-A	285	53.8749	235	94.4475
YBL029W	1131	898.589	272	6.55416
YBL030C	957	724.589	14315	427.768
YBL031W	1017	784.589	325	8.96913
YBL032W	1146	913.589	2656	62.9486
YBL033C	1038	805.589	525	14.1109
YBL034C	4542	4309.59	744	3.73806
YBL035C	2118	1885.59	975	11.1961
YBL036C	774	541.589	1797	71.8435
YBL037W	3078	2845.59	1064	8.09615
YBL038W	699	466.589	532	24.688
YBL039C	1740	1507.59	6657	95.6103
YBL039C-A	84	20.9231	0	0
YBL039W-B	180	58.7551	118	43.4856
YBL040C	660	427.589	2096	106.139
YBL041W	726	493.589	2609	114.45
YBL042C	1920	1687.59	1372	17.6034
YBL043W	774	541.589	105	4.19787
YBL044W	369	136.621	2	0.316974
YBL045C	1374	1141.59	5069	96.1439
YBL046W	1326	1093.59	537	10.6324
YBL047C	4146	3913.59	4112	22.7503
YBL048W	312	79.7229	76	20.6414
YBL049W	417	184.589	152	17.8298
YBL050W	879	646.589	1624	54.3835
YBL051C	2007	1774.59	4087	49.8673
YBL052C	2496	2263.59	1870.69	17.8942
YBL053W	375	142.621	175.315	26.6162
YBL054W	1578	1345.59	1350	21.7235
YBL055C	1257	1024.59	1110	23.4575
YBL056W	1407	1174.59	4645	85.6266
YBL057C	627	394.589	922	50.5935
YBL058W	1272	1039.59	2473	51.5076
YBL059C-A	330	97.6205	343	76.0785
YBL059W	582	349.589	188	11.6442
YBL060W	2064	1831.59	408	4.82327
YBL061C	2091	1858.59	2306.46	26.8703
YBL062W	381	148.606	216.54	31.5508
YBL063W	3336	3103.59	810	5.65106
YBL064C	786	553.589	758	29.6477
YBL065W	345	112.621	4.17715	0.803104
YBL066C	3447	3214.59	553.823	3.73039
YBL067C	2244	2011.59	1541	16.5872
YBL068W	981	748.589	1143	33.0607
YBL068W-A	237	27.1639	61.5494	49.0615
YBL069W	1290	1057.59	796.216	16.3013
YBL070C	321	88.6483	81.2347	19.8418
YBL071C	309	76.754	113	31.8777
YBL071C-B	99	30.0667	1	0.720152
YBL071W-A	249	29.7313	240	174.786
YBL072C	603	370.589	32028.2	1871.33
YBL073W	312	79.7229	7.2412	1.96669
YBL074C	1068	835.589	238.759	6.18694
YBL075C	1950	1717.59	666	8.39584
YBL076C	3219	2986.59	19587.8	142.01
YBL077W	432	199.589	973.23	105.581
YBL078C	354	121.621	239	42.5501
YBL079W	4509	4276.59	2991	15.1436
YBL080C	1626	1393.59	217	3.37159
YBL081W	1107	874.589	883.947	21.8842
YBL082C	1377	1144.59	768.989	14.5472
YBL083C	426	193.589	124.011	13.8704
YBL084C	2277	2044.59	681.648	7.21877
YBL085W	2943	2710.59	2307	18.4286
YBL086C	1401	1168.59	581	10.7652
YBL087C	414	181.589	10879.7	1297.28
YBL088C	8364	8131.59	1315	3.50154
YBL089W	1380	1147.59	510	9.62261
YBL090W	534	301.589	505	36.2564
YBL091C	1266	1033.59	2944	61.6736
YBL091C-A	528	295.589	199	14.5772
YBL092W	393	160.606	37828	5099.89
YBL093C	663	430.589	786	39.5247
YBL094C	333	100.621	60.7064	13.0634
YBL095W	813	580.589	308.799	11.5164
YBL096C	309	76.754	18.4943	5.2173
YBL097W	2265	2032.59	653	6.95621
YBL098W	1383	1150.59	670	12.6085
YBL099W	1638	1405.59	15490	238.617
YBL100C	315	82.6989	2344.01	613.717
YBL100W-A	1317	1084.59	0.0110968	0.000221534
YBL100W-B	5313	5080.59	865.249	3.68753
YBL100W-C	120	41.5936	11	5.72632
YBL101C	3354	3121.59	1045	7.24853
YBL102W	648	415.589	1204	62.7295
YBL103C	1461	1228.59	700	12.3367
YBL104C	3117	2884.59	869	6.52296
YBL105C	3456	3223.59	1709	11.4792
YBL106C	3033	2800.59	867	6.70315
YBL107C	591	358.589	608	36.7126
YBL107W-A	105	32.2941	19.3735	12.9895
YBL108C-A	129	44.0902	0	0
YBL108W	306	73.7762	5.6208	1.64965
YBL109W	336	103.621	13.4567	2.81192
YBL111C	2004	1771.59	352.28	4.30561
YBL112C	318	85.6571	40.5878	10.2599
YBL113C	2379	2146.59	1198.91	12.0933
YBL113W-A	483	250.589	74.3598	6.42518
YBR001C	2343	2110.59	375	3.84713
YBR002C	861	628.589	842	29.0038
YBR003W	1422	1189.59	1035	18.8388
YBR004C	1302	1069.59	2826	57.209
YBR005W	642	409.589	2400	126.874
YBR006W	1494	1261.59	453	7.7748
YBR007C	2211	1978.59	972	10.637
YBR008C	1647	1414.59	663	10.1483
YBR009C	312	79.7229	8187.64	2223.74
YBR010W	411	178.589	7529.56	912.901
YBR011C	864	631.589	12942	443.686
YBR012C	420	187.589	0	0
YBR012W-A	1323	1090.59	0	0
YBR012W-B	5271	5038.59	1698.19	7.29771
YBR013C	390	157.606	0	0
YBR014C	612	379.589	954	54.4182
YBR015C	1794	1561.59	3397	47.1018
YBR016W	387	154.606	1323	185.286
YBR017C	2757	2524.59	3407	29.2207
YBR018C	1101	868.589	54	1.34613
YBR019C	2100	1867.59	205	2.37674
YBR020W	1587	1354.59	167	2.66943
YBR021W	1902	1669.59	440	5.70627
YBR022W	534	301.589	375	26.9231
YBR023C	3498	3265.59	3539	23.4654
YBR024W	906	673.589	397	12.7616
YBR025C	1185	952.589	20077	456.355
YBR026C	1143	910.589	1343	31.9347
YBR027C	333	100.621	2	0.430381
YBR028C	1578	1345.59	1083	17.4271
YBR029C	1374	1141.59	1660	31.4853
YBR030W	1659	1426.59	897	13.6145
YBR031W	1089	856.589	38838.1	981.735
YBR032W	303	70.8267	73	22.317
YBR033W	2760	2527.59	396	3.39233
YBR034C	1047	814.589	3116	82.8263
YBR035C	687	454.589	1427	67.9695
YBR036C	1233	1000.59	2490	53.8831
YBR037C	888	655.589	289	9.54499
YBR038W	2892	2659.59	1970	16.0384
YBR039W	936	703.589	4128	127.037
YBR040W	897	664.589	55	1.79192
YBR041W	2010	1777.59	1787	21.7672
YBR042C	1194	961.589	1314	29.588
YBR043C	2070	1837.59	1263	14.8821
YBR044C	1719	1486.59	542	7.89437
YBR045C	1920	1687.59	182	2.33514
YBR046C	1005	772.589	991	27.7737
YBR047W	528	295.589	190	13.9179
YBR048W	471	238.589	19748.9	1792.26
YBR049C	2433	2200.59	1812	17.8291
YBR050C	1017	784.589	75.1677	2.07443
YBR051W	351	118.621	17.8323	3.25504
YBR052C	633	400.589	1207	65.2405
YBR053C	1077	844.589	603	15.459
YBR054W	1035	802.589	366	9.87409
YBR055C	2700	2467.59	1315	11.5388
YBR056C-B	159	58.2392	0	0
YBR056W	1506	1273.59	1249	21.2345
YBR056W-A	201	45.346	850	405.872
YBR057C	1101	868.589	825	20.5659
YBR058C	2346	2113.59	1858	19.0342
YBR058C-A	243	28.0736	1413	1089.82
YBR059C	3327	3094.59	1602	11.209
YBR060C	1863	1630.59	1131	15.0185
YBR061C	933	700.589	1074	33.1933
YBR062C	543	310.589	560	39.0401
YBR063C	1215	982.589	586.332	12.9206
YBR064W	429	196.589	95.6677	10.537
YBR065C	1095	862.589	507	12.7266
YBR066C	663	430.589	412	20.7178
YBR067C	633	400.589	3914	211.559
YBR068C	1830	1597.59	5840	79.1511
YBR069C	1860	1627.59	3183	42.3449
YBR070C	714	481.589	555	24.9532
YBR071W	636	403.589	928	49.7872
YBR072C-A	162	59.5854	11	3.99725
YBR072W	645	412.589	195	10.2335
YBR073W	2877	2644.59	2301	18.8394
YBR074W	2931	2698.59	2360	18.9358
YBR076C-A	267	39.4615	143	78.4643
YBR076W	1065	832.589	90	2.34057
