target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3259.29	1247	9.02592
YAL002W	3825	3601.29	737	4.82789
YAL003W	621	397.291	30798	1828.78
YAL004W	648	424.291	0	0
YAL005C	1929	1705.29	71774.6	992.934
YAL007C	648	424.291	2386	132.665
YAL008W	597	373.291	532	33.6211
YAL009W	780	556.291	336	14.249
YAL010C	1482	1258.29	439	8.2306
YAL011W	1878	1654.29	409	5.83256
YAL012W	1185	961.291	6676	163.836
YAL013W	1218	994.291	601	14.2597
YAL014C	768	544.291	708	30.6867
YAL015C	1200	976.291	485	11.7195
YAL016C-A	315	91.3539	183.079	47.2782
YAL016C-B	186	71.8872	8	2.62534
YAL016W	1908	1684.29	2822.92	39.5394
YAL017W	4071	3847.29	1495	9.16715
YAL018C	978	754.291	2	0.0625517
YAL019W	3396	3172.29	1555	11.5639
YAL019W-A	570	346.291	7.67105	0.522591
YAL020C	1002	778.291	283.329	8.5881
YAL021C	2514	2290.29	1778	18.3143
YAL022C	1554	1330.29	721	12.7861
YAL023C	2280	2056.29	6319	72.4957
YAL024C	4308	4084.29	551	3.18261
YAL025C	921	697.291	772	26.1187
YAL026C	4068	3844.29	1400.43	8.59394
YAL026C-A	438	214.291	86.0839	9.4769
YAL027W	786	562.291	216.489	9.08288
YAL028W	1587	1363.29	373	6.45459
YAL029C	4416	4192.29	1853	10.4273
YAL030W	354	130.291	515	93.2483
YAL031C	2283	2059.29	628.223	7.19688
YAL031W-A	309	85.3629	38.7771	10.7165
YAL032C	1140	916.291	354	9.11419
YAL033W	522	298.291	335	26.4943
YAL034C	1242	1018.29	578	13.3907
YAL034C-B	354	130.291	30.8264	5.58156
YAL034W-A	870	646.291	217.174	7.92733
YAL035W	3009	2785.29	10428	88.324
YAL036C	1110	886.291	2434	64.7877
YAL037C-A	93	27.9536	16	13.503
YAL037C-B	975	751.291	14198.3	445.836
YAL037W	804	580.291	165	6.7079
YAL038W	1503	1279.29	164532	3034.09
YAL039C	810	586.291	528	21.2456
YAL040C	1743	1519.29	1116	17.3289
YAL041W	2565	2341.29	878	8.84682
YAL042C-A	378	154.291	300.877	46.004
YAL042W	1248	1024.29	3108.12	71.5852
YAL043C	2358	2134.29	739	8.16844
YAL044C	513	289.291	703	57.3282
YAL044W-A	333	109.314	286.62	61.8553
YAL045C	309	85.3629	75.3801	20.8322
YAL046C	357	133.291	238	42.1235
YAL047C	1869	1645.29	341	4.88945
YAL047W-A	330	106.314	6.40277	1.42077
YAL048C	1989	1765.29	421.597	5.63417
YAL049C	741	517.291	792	36.1192
YAL051W	3144	2920.29	818	6.60808
YAL053W	2352	2128.29	2381	26.3923
YAL054C	2142	1918.29	289	3.55412
YAL055W	543	319.291	246	18.1759
YAL056C-A	351	127.291	25.9439	4.80823
YAL056W	2643	2419.29	1128	10.9994
YAL058W	1509	1285.29	355.056	6.51694
YAL059C-A	423	199.291	0	0
YAL059W	639	415.291	464	26.3581
YAL060W	1149	925.291	2309	58.87
YAL061W	1254	1030.29	487	11.1511
YAL062W	1374	1150.29	276	5.66043
YAL063C	3969	3745.29	392.093	2.46975
YAL063C-A	291	67.7049	21	7.31724
YAL064C-A	381	157.291	17.7306	2.6593
YAL064W	285	61.9819	13	4.94796
