target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3335.51	3077	7.45553
YAL002W	3825	3677.51	2744	6.03036
YAL003W	621	473.513	124673	2127.91
YAL004W	648	500.513	0	0
YAL005C	1929	1781.51	374486	1698.87
YAL007C	648	500.513	6554	105.829
YAL008W	597	449.513	2622	47.1416
YAL009W	780	632.513	1544	19.7284
YAL010C	1482	1334.51	1688	10.2226
YAL011W	1878	1730.51	1286	6.00592
YAL012W	1185	1037.51	34847	271.447
YAL013W	1218	1070.51	3459	26.1139
YAL014C	768	620.513	3800	49.4933
YAL015C	1200	1052.51	2591	19.8954
YAL016C-A	315	168.107	709.392	34.1046
YAL016C-B	186	53.093	9	1.36999
YAL016W	1908	1760.51	10157.6	46.63
YAL017W	4071	3923.51	5588	11.5105
YAL018C	978	830.513	17	0.165431
YAL019W	3396	3248.51	3718	9.24993
YAL019W-A	570	422.513	74.9392	1.43345
YAL020C	1002	854.513	2622.06	24.7992
YAL021C	2514	2366.51	9164	31.2961
YAL022C	1554	1406.51	3035	17.4393
YAL023C	2280	2132.51	18018	68.2855
YAL024C	4308	4160.51	1006	1.95418
YAL025C	921	773.513	3167	33.0898
YAL026C	4068	3920.51	3119.38	6.43041
YAL026C-A	438	290.513	160.533	4.46593
YAL027W	786	638.513	1200.09	15.19
YAL028W	1587	1439.51	1475	8.28114
YAL029C	4416	4268.51	4361	8.25702
YAL030W	354	206.629	2755	107.757
YAL031C	2283	2135.51	3174.35	12.0134
YAL031W-A	309	162.239	153.652	7.65414
YAL032C	1140	992.513	1531	12.4667
YAL033W	522	374.513	1506	32.4991
YAL034C	1242	1094.51	3215	23.7396
YAL034C-B	354	206.629	45.8659	1.79396
YAL034W-A	870	722.513	699.134	7.82039
YAL035W	3009	2861.51	17365	49.0448
YAL036C	1110	962.513	5016	42.1177
YAL037C-A	93	12.5295	11	7.09532
YAL037C-B	975	827.513	81898.3	799.86
YAL037W	804	656.513	440	5.41655
YAL038W	1503	1355.51	634291	3781.8
YAL039C	810	662.513	4467	54.4923
YAL040C	1743	1595.51	2611	13.2257
YAL041W	2565	2417.51	3565	11.918
YAL042C-A	378	230.54	735.024	25.7672
YAL042W	1248	1100.51	15090	110.817
YAL043C	2358	2210.51	3532	12.9134
YAL044C	513	365.513	5939	131.318
YAL044W-A	333	185.844	2214.83	96.3175
YAL045C	309	162.239	338.166	16.8456
YAL046C	357	209.608	1653	63.7352
YAL047C	1869	1721.51	1067	5.00919
YAL047W-A	330	182.881	21.4019	0.945796
YAL048C	1989	1841.51	1669.6	7.32741
YAL049C	741	593.513	4465	60.8002
YAL051W	3144	2996.51	2586	6.97471
YAL053W	2352	2204.51	17093	62.6642
YAL054C	2142	1994.51	1128	4.57073
YAL055W	543	395.513	1330	27.1772
YAL056C-A	351	203.69	148.338	5.88569
YAL056W	2643	2495.51	3953	12.8021
YAL058W	1509	1361.51	1804.66	10.7124
YAL059C-A	423	275.54	3.20485	0.0940018
YAL059W	639	491.513	1767.8	29.0677
YAL060W	1149	1001.51	13800	111.362
YAL061W	1254	1106.51	1652	12.0661
YAL062W	1374	1226.51	1139	7.50525
YAL063C	3969	3821.51	2420.96	5.11996
YAL063C-A	291	144.624	17	0.949999
YAL064C-A	381	233.54	79.259	2.74284
YAL064W	285	138.737	24	1.39808
YAL064W-B	381	233.54	54.6969	1.89284
