target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3267.03	2043	8.39821
YAL002W	3825	3609.03	1641	6.10646
YAL003W	621	405.028	56635	1877.89
YAL004W	648	432.028	0	0
YAL005C	1929	1713.03	115369	904.47
YAL007C	648	432.028	4183	130.031
YAL008W	597	381.028	1199	42.2604
YAL009W	780	564.028	771	18.358
YAL010C	1482	1266.03	705	7.47854
YAL011W	1878	1662.03	762	6.15727
YAL012W	1185	969.028	17927	248.452
YAL013W	1218	1002.03	1598	21.4175
YAL014C	768	552.028	1703	41.4309
YAL015C	1200	984.028	1029	14.0436
YAL016C-A	315	99.0383	350.159	47.4825
YAL016C-B	186	26.2682	3	1.53378
YAL016W	1908	1692.03	4810.84	38.1843
YAL017W	4071	3855.03	3042	10.5975
YAL018C	978	762.028	16	0.281981
YAL019W	3396	3180.03	2729	11.5251
YAL019W-A	570	354.028	25.0568	0.950513
YAL020C	1002	786.028	834.943	14.2656
YAL021C	2514	2298.03	4045	23.6393
YAL022C	1554	1338.03	2033	20.4053
YAL023C	2280	2064.03	16020	104.236
YAL024C	4308	4092.03	786	2.57962
YAL025C	921	705.028	1495	28.4778
YAL026C	4068	3852.03	2589.23	9.02718
YAL026C-A	438	222.028	115.374	6.97865
YAL027W	786	570.028	443.398	10.4464
YAL028W	1587	1371.03	1147	11.2354
YAL029C	4416	4200.03	2701	8.63662
YAL030W	354	138.028	650	63.2435
YAL031C	2283	2067.03	1120.57	7.28052
YAL031W-A	309	93.0383	77.4335	11.1773
YAL032C	1140	924.028	591	8.58961
YAL033W	522	306.028	650	28.5248
YAL034C	1242	1026.03	1806	23.639
YAL034C-B	354	138.028	40.3602	3.92696
YAL034W-A	870	654.028	339.64	6.97418
YAL035W	3009	2793.03	15369	73.8995
YAL036C	1110	894.028	3773	56.677
YAL037C-A	93	31.5714	6	2.55228
YAL037C-B	975	759.028	20699.5	366.246
YAL037W	804	588.028	222	5.07021
YAL038W	1503	1287.03	272765	2846.24
YAL039C	810	594.028	1460	33.0078
YAL040C	1743	1527.03	2199	19.3397
YAL041W	2565	2349.03	1745	9.97651
YAL042C-A	378	162.028	63.3493	5.25076
YAL042W	1248	1032.03	7715.65	100.404
