0.484149 chr4-158
0.238139 chr4-158
0.162019 chr4-158
0.231999 chr4-158
0.313759 chr4-158
0.211999 chr4-158
0.179979 chr4-158
0.173109 chr4-158
0.350419 chr4-158
0.113279 chr4-158
0.424279 chr4-158
0.153249 chr4-158
0.196419 chr4-158
0.136379 chr4-158
0.636469 chr4-158
0.144809 chr4-158
0.154869 chr4-158
0.074979 chr4-158
0.137869 chr4-158
0.081549 chr4-158
0.119959 chr4-158
0.775309 chr4-158
0.163449 chr4-158
0.079359 chr4-158
0.146759 chr4-158
0.246949 chr4-158
0.364859 chr4-158
0.205679 chr4-158
0.213549 chr4-158
0.098649 chr4-158
0.102029 chr4-158
0.320279 chr4-158
0.130499 chr4-158
0.099109 chr4-158
0.603379 chr4-158
0.104269 chr4-158
0.170749 chr4-158
0.144069 chr4-158
0.216139 chr4-158
0.524479 chr4-158
0.279309 chr4-158
0.206049 chr4-158
0.330989 chr4-158
0.230489 chr4-158
0.211399 chr4-158
0.113189 chr4-158
0.547239 chr4-158
0.437779 chr4-158
0.397539 chr4-158
0.164079 chr4-158
0.229499 chr4-158
0.221899 chr4-158
0.392209 chr4-158
0.548259 chr4-158
0.302629 chr4-158
0.152509 chr4-158
0.141549 chr4-158
0.210129 chr4-158
0.403119 chr4-158
0.184219 chr4-158
0.443629 chr4-158
0.079689 chr4-158
0.175269 chr4-158
0.148529 chr4-158
0.246559 chr4-158
0.145579 chr4-158
0.374479 chr4-158
0.776599 chr4-158
0.151159 chr4-158
0.328259 chr4-158
0.094729 chr4-158
0.105399 chr4-158
0.308629 chr4-158
0.197399 chr4-158
0.165529 chr4-158
0.185559 chr4-158
0.264809 chr4-158
0.216329 chr4-158
0.364439 chr4-158
0.096759 chr4-158
0.120179 chr4-158
0.131229 chr4-158
0.120359 chr4-158
0.107569 chr4-158
0.303789 chr4-158
0.645899 chr4-158
0.644919 chr4-158
0.065849 chr4-158
0.400099 chr4-158
0.327679 chr4-158
0.443859 chr4-158
0.244289 chr4-158
0.356279 chr4-158
0.229999 chr4-158
0.369439 chr4-158
0.183939 chr4-158
0.053109 chr4-158
0.363779 chr4-158
0.159059 chr4-158
0.304079 chr4-158
0.219959 chr4-158
0.098119 chr4-158
0.247989 chr4-158
0.168159 chr4-158
0.176499 chr4-158
0.267809 chr4-158
0.255899 chr4-158
0.069569 chr4-158
0.342059 chr4-158
0.067289 chr4-158
0.152069 chr4-158
0.221069 chr4-158
0.211769 chr4-158
0.462869 chr4-158
0.198309 chr4-158
0.108299 chr4-158
0.126249 chr4-158
0.222709 chr4-158
0.069539 chr4-158
0.093489 chr4-158
0.350439 chr4-158
0.152899 chr4-158
0.148639 chr4-158
0.360759 chr4-158
0.090169 chr4-158
0.183159 chr4-158
0.221059 chr4-158
0.189319 chr4-158
0.136489 chr4-158
0.072569 chr4-158
0.178959 chr4-158
0.355529 chr4-158
0.116699 chr4-158
0.275629 chr4-158
0.114039 chr4-158
0.090549 chr4-158
0.167209 chr4-158
0.192849 chr4-158
0.177879 chr4-158
0.132489 chr4-158
0.344329 chr4-158
0.194079 chr4-158
0.116589 chr4-158
0.712589 chr4-158
0.642259 chr4-158
0.189399 chr4-158
0.085719 chr4-158
0.107169 chr4-158
0.147359 chr4-158
0.086139 chr4-158
0.230859 chr4-158
0.141939 chr4-158
0.281469 chr4-158
0.051669 chr4-158
0.159289 chr4-158
0.290899 chr4-158
0.379789 chr4-158
0.160239 chr4-158
0.504919 chr4-158
0.344569 chr4-158
0.204429 chr4-158
0.132549 chr4-158
0.205139 chr4-158
0.162129 chr4-158
0.408399 chr4-158
0.080669 chr4-158
0.192599 chr4-158
0.053299 chr4-158
0.191649 chr4-158
0.481389 chr4-158
0.128969 chr4-158
0.122399 chr4-158
0.604979 chr4-158
0.219879 chr4-158
0.141559 chr4-158
0.226979 chr4-158
0.276099 chr4-158
0.215139 chr4-158
0.232149 chr4-158
0.244409 chr4-158
0.247309 chr4-158
0.184529 chr4-158
0.222339 chr4-158
0.256369 chr4-158
0.210059 chr4-158
0.223839 chr4-158
0.305869 chr4-158
0.125309 chr4-158
0.328119 chr4-158
0.200079 chr4-158
0.339059 chr4-158
0.740889 chr4-158
0.284449 chr4-158
0.204989 chr4-158
0.132169 chr4-158
0.058149 chr4-158
0.239569 chr4-158
0.208949 chr4-158
0.437379 chr4-158
0.241859 chr4-158
0.148989 chr4-158
0.318759 chr4-158
0.129229 chr4-158
0.093759 chr4-158
